cik,list_broad_quantity_E,list_commodity_E,list_competition_E,list_consumer_E,list_elections_P,list_exchange_rate_E,list_financial_crisis_E,list_govt_enterprises_P,list_govt_spending_P,list_healthcare_E,list_inflation_E,list_interest_rates_E,list_invest_sentiment_E,list_ip_E,list_labor_disputes_E,list_labor_markets_E,list_litigation_E,list_monetary_P,list_other_financial_E,list_policy_agri_P,list_policy_food_P,list_policy_trade_P,list_real_estate_E,list_reg_energy_p,list_reg_finance_P,list_reg_generic_P,list_reg_housing_P,list_reg_immigration_P,list_reg_ip_P,list_reg_labor_P,list_reg_lawsuit_P,list_reg_other_P,list_security_P,list_taxes_P,list_trade_E,list_transport_P,list_welfare_P,sentences
1397047,3,8,0,8,0,0,0,0,0,0,3,3,0,38,0,29,15,0,0,0,0,0,0,0,10,94,0,0,7,6,0,2,3,21,0,0,0,865.0
1397183,0,0,0,0,0,2,0,0,0,0,0,0,0,46,0,4,10,0,0,0,0,2,0,0,0,14,0,0,0,0,0,0,6,8,0,0,0,496.0
1397187,5,41,10,10,1,21,0,0,0,0,10,0,0,89,15,28,13,0,5,0,0,26,9,0,0,67,0,0,0,0,0,5,5,51,0,0,0,1248.0
1397403,2,3,0,0,0,0,2,0,0,0,0,18,0,0,3,6,16,0,94,0,0,0,203,0,9,58,0,0,0,0,0,0,15,39,0,0,0,1548.0
1397516,12,568,10,0,0,0,0,0,0,0,0,19,0,0,7,0,15,0,0,0,0,0,0,69,48,170,4,0,0,0,3,0,2,57,0,0,0,2207.0
1397911,0,35,31,0,0,2,0,0,0,0,0,42,0,8,0,15,87,1,0,0,0,0,4,0,122,323,0,0,0,36,0,0,5,25,0,0,0,2066.0
1397951,0,4,0,0,0,0,0,0,5,1,0,0,1,11,0,5,3,0,0,0,0,0,0,0,12,16,0,0,1,0,0,1,5,7,0,0,0,402.0
1398137,0,5,0,0,0,4,0,0,0,0,0,0,0,47,0,32,28,0,0,0,0,4,8,0,41,68,0,0,0,0,2,0,6,7,0,0,0,1233.0
1398659,8,10,0,0,0,16,0,0,0,2,4,2,2,15,2,40,4,0,0,0,0,2,0,0,0,36,0,0,2,0,1,0,4,83,0,0,1,843.0
1398702,0,8,1,3,0,2,0,0,0,29,0,0,0,13,1,4,12,0,0,0,28,0,0,0,5,68,0,0,1,0,0,0,3,16,0,0,0,472.0
1398733,0,6,3,0,0,0,0,0,0,138,0,0,0,138,2,6,45,0,0,0,90,1,0,0,5,199,0,0,6,1,1,0,1,14,0,0,20,1017.0
1398797,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,289.0
1399249,0,34,3,0,8,5,0,0,0,0,0,0,0,0,0,24,18,0,0,0,0,0,0,0,60,134,0,0,0,6,0,0,5,111,0,0,0,1464.0
1399306,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,188.0
1399352,0,4,0,0,0,2,0,0,0,0,0,0,0,18,0,6,12,0,4,0,0,0,0,1,15,14,0,0,4,0,0,0,2,2,0,1,0,411.0
1399406,0,12,44,0,0,4,0,0,4,0,0,12,0,0,0,2,0,2,0,0,0,0,0,2,73,84,0,0,0,0,0,0,2,6,0,0,0,646.0
1399488,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,20,12,0,0,0,0,0,0,0,1,0,0,0,160.0
1399520,2,64,4,8,0,2,0,0,0,11,0,0,0,46,10,65,37,0,0,0,5,0,0,0,23,89,0,4,6,27,0,0,14,49,0,0,4,1697.0
1399529,0,30,3,0,9,1,0,0,8,356,0,4,0,568,0,21,118,0,0,0,162,0,4,0,31,499,0,0,8,12,9,0,12,22,0,0,100,3314.0
1399587,0,5,1,0,0,0,0,0,0,0,0,0,0,118,0,0,45,0,0,0,0,0,0,0,0,19,0,0,4,0,12,1,1,0,0,0,0,377.0
1399855,0,21,5,0,0,0,0,0,5,5,0,47,0,75,0,120,105,0,0,0,0,0,5,0,17,516,0,0,0,0,0,467,28,18,0,0,5,2420.0
1399935,0,50,0,38,0,0,0,0,0,0,5,5,0,85,20,90,51,0,5,0,0,22,40,0,20,42,0,0,5,30,0,0,15,51,0,0,0,2123.0
1400000,0,1,0,0,0,0,0,0,0,0,1,1,0,9,0,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,259.0
1400482,0,8,0,0,0,2,0,0,0,82,2,0,0,107,0,13,27,0,0,0,48,2,0,0,8,157,0,0,3,0,0,0,2,35,0,0,13,1228.0
1400810,0,17,0,0,0,4,0,0,0,0,8,4,0,0,0,4,18,0,0,0,0,0,36,0,8,165,0,0,0,0,0,0,0,6,0,0,0,1113.0
1400891,9,15,10,0,11,26,0,0,0,0,0,14,0,4,0,3,20,0,0,0,0,5,0,0,10,171,0,0,0,0,0,48,8,61,0,0,0,1835.0
1401040,0,13,0,0,0,1,0,0,0,67,1,0,0,93,1,6,26,0,0,0,27,1,0,0,6,119,0,0,4,0,2,0,1,17,0,0,11,744.0
1401257,0,104,0,0,0,12,0,0,0,0,0,0,0,65,4,17,15,0,0,0,0,5,0,17,8,135,3,0,0,0,0,0,0,17,0,0,0,1377.0
1401521,0,5,0,0,0,0,0,0,0,0,4,19,0,0,0,3,24,0,0,0,0,0,4,0,16,122,0,0,0,0,0,0,4,12,0,0,0,1033.0
1401564,2,10,0,0,0,0,0,4,2,0,0,217,0,0,0,20,13,35,37,0,0,2,191,0,81,178,0,0,0,0,0,0,1,25,0,0,0,1725.0
1401667,0,7,0,0,0,0,0,0,0,203,0,2,0,89,0,17,29,0,0,0,126,2,0,0,11,149,0,0,4,0,0,0,3,1,0,0,29,1121.0
1401680,2,8,2,0,20,40,0,0,0,0,4,25,0,76,0,23,59,0,0,0,0,7,0,0,13,148,0,0,0,0,0,0,5,132,0,0,0,2719.0
1401708,0,41,0,0,1,10,0,0,6,341,0,0,0,391,0,11,94,0,0,0,207,13,0,0,31,401,0,0,7,0,8,0,0,48,0,0,83,3621.0
1401835,0,25,0,0,0,5,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,20,36,0,0,0,0,0,0,0,0,0,0,0,526.0
1401859,0,9,0,0,0,0,0,0,0,0,0,0,0,21,0,3,12,0,0,0,0,0,0,0,8,13,0,0,2,0,0,0,0,0,0,0,0,165.0
1401914,0,33,0,0,0,0,0,0,0,309,1,2,0,251,0,13,75,0,0,0,228,0,0,0,12,343,0,0,11,5,0,0,1,8,0,0,31,2660.0
1402057,0,7,0,0,2,3,0,0,10,6,0,17,0,9,8,8,19,0,0,0,0,6,0,0,7,47,0,0,0,3,0,0,0,23,0,0,3,912.0
1402062,0,7,0,0,0,1,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,6,15,0,0,0,0,0,0,0,2,0,0,0,157.0
1402281,2,401,0,1,0,1,0,0,0,0,1,0,0,0,5,13,8,0,0,0,0,8,1,2,4,156,0,0,0,0,0,0,23,54,0,0,0,2004.0
1402436,6,10,4,2,0,12,0,0,0,2,0,4,0,29,0,0,39,2,0,0,0,2,0,0,8,56,0,0,4,2,0,0,4,14,0,0,0,704.0
1402453,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,1,0,0,0,0,120.0
1402479,3,12,12,9,0,15,0,0,0,58,1,1,0,109,8,5,29,1,3,0,52,5,0,0,9,144,0,0,0,0,0,0,9,8,0,0,0,1690.0
1402536,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,15,6,0,0,0,0,0,0,0,0,0,0,0,156.0
1402737,4,8,0,4,0,4,4,0,4,12,0,4,0,83,0,4,20,0,0,0,0,4,0,0,16,76,0,0,0,0,0,0,0,8,0,0,0,1064.0
1402785,0,2,0,0,0,0,0,0,0,25,0,0,0,30,0,1,6,0,0,0,15,0,0,0,1,42,0,0,1,0,0,0,1,0,0,0,4,286.0
1402829,10,19,0,0,0,0,0,0,0,0,0,27,0,4,5,56,36,0,0,0,0,19,1,5,2,83,0,0,0,36,0,0,9,22,0,0,0,1563.0
1403085,6,7,6,18,4,9,0,0,0,23,9,15,0,63,2,11,37,0,0,3,24,0,6,0,33,120,0,0,0,2,0,3,6,46,0,0,6,1575.0
1403161,5,33,16,2,20,4,0,0,1,0,4,3,1,26,0,17,113,45,5,0,0,0,1,0,28,282,0,0,0,0,0,0,7,44,0,0,0,1634.0
1403256,5,54,25,0,6,16,9,0,11,0,9,41,0,0,0,10,74,18,12,0,0,7,21,0,135,362,0,0,0,12,0,0,9,470,0,0,0,3542.0
1403385,0,5,0,0,0,0,2,0,0,3,3,49,0,0,0,0,10,1,25,0,0,0,4,0,5,55,0,0,0,0,1,0,4,19,0,0,0,595.0
1403431,5,223,0,4,0,0,0,0,0,0,0,20,0,16,0,16,24,0,0,0,0,0,0,41,18,120,0,0,0,0,0,53,4,12,0,4,0,1550.0
1403433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,120.0
1403475,5,53,1,1,0,0,3,19,0,0,8,110,0,0,1,35,10,24,0,0,0,0,84,0,45,153,0,0,0,0,0,0,0,43,0,0,0,1399.0
1403528,8,71,88,0,16,22,2,0,0,8,8,80,0,20,0,1,44,38,0,0,0,0,10,4,236,446,1,0,0,60,0,4,12,547,0,0,8,4164.0
1403568,10,6,5,33,0,0,0,0,0,17,0,4,0,60,4,16,50,0,4,0,9,8,16,0,3,72,0,0,8,4,0,0,8,7,0,0,0,1062.0
1403570,0,4,2,0,0,2,0,0,0,0,0,0,0,68,0,2,8,0,0,0,0,2,0,0,4,24,0,0,2,4,0,0,0,3,0,0,0,459.0
1403708,0,16,1,0,0,0,0,0,2,471,0,0,0,271,0,32,97,0,0,0,324,0,0,0,31,421,0,0,14,5,2,0,8,40,0,0,56,3194.0
1403752,1,8,1,1,0,8,0,0,0,98,1,0,0,159,1,5,49,0,0,0,50,1,0,0,7,149,0,0,6,1,3,0,1,9,0,0,18,998.0
1403792,0,30,0,2,0,2,0,0,0,49,0,2,0,58,0,0,12,0,0,0,45,0,2,0,25,116,0,0,6,0,0,0,0,0,0,0,0,895.0
1403853,6,194,0,0,0,0,0,0,0,5,0,20,0,5,5,6,50,1,0,0,0,5,0,57,14,207,2,0,0,5,0,0,12,44,0,0,0,2474.0
1404079,5,386,0,0,0,19,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,1,63,18,181,2,0,0,7,0,0,2,63,0,0,0,1918.0
1404281,0,29,0,0,0,0,1,0,0,271,0,0,0,375,0,12,121,0,0,0,140,0,0,0,18,390,0,0,9,7,0,0,1,10,0,0,35,3098.0
1404296,0,17,0,0,0,0,6,4,0,0,0,103,0,0,0,12,1,4,44,3,0,0,156,0,171,167,0,0,0,0,0,0,0,43,0,0,0,1492.0
1404592,0,7,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,55.0
1404624,0,4,3,0,0,3,0,0,0,2,0,2,0,48,0,9,13,0,3,0,0,0,0,0,35,136,0,0,3,0,0,3,0,29,0,3,0,1204.0
1404644,0,33,0,0,0,8,0,0,0,450,0,0,0,329,0,16,99,0,0,0,222,0,0,0,38,644,0,0,22,2,1,0,8,44,0,0,88,3494.0
1404655,0,39,15,0,4,38,0,0,1,10,0,0,0,126,0,46,108,0,0,0,0,2,0,0,22,265,0,0,5,0,0,0,5,129,0,0,0,2672.0
1404804,3,43,2,4,0,0,0,0,0,0,2,2,0,18,0,10,12,0,0,0,0,0,0,5,20,56,0,0,0,0,0,0,2,6,0,0,0,601.0
1404912,3,168,106,0,16,26,11,0,0,13,15,155,2,12,5,13,138,30,21,0,0,6,115,9,265,739,0,0,0,16,0,0,17,796,0,0,8,7490.0
1404935,0,3,1,0,0,0,0,0,0,5,0,0,0,12,0,1,2,0,0,0,5,0,0,0,6,14,0,0,1,0,0,0,2,0,0,0,1,145.0
1404943,4,50,0,4,0,4,4,0,0,295,0,0,0,314,0,22,84,0,0,0,156,4,0,0,53,391,0,0,18,0,4,0,19,36,0,0,67,3011.0
1404973,0,115,4,0,0,0,0,0,0,0,3,2,0,0,0,2,3,0,0,0,0,5,0,28,15,80,0,0,0,0,0,0,1,21,0,0,0,547.0
1405041,0,69,7,0,0,12,0,0,0,2,2,17,0,99,19,17,66,0,0,0,0,18,0,4,0,171,0,0,0,2,3,0,6,21,0,0,0,1957.0
1405073,1,498,1,0,0,0,0,0,0,0,0,11,0,0,1,24,26,0,0,0,0,0,0,34,47,199,3,0,0,0,0,0,0,51,0,0,0,2198.0
1405227,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,101.0
1405249,0,4,0,0,0,0,0,0,0,25,1,0,0,29,1,6,8,0,0,0,10,1,0,0,3,25,0,0,2,1,0,0,2,11,0,0,4,343.0
1405277,1,7,2,0,0,0,0,0,0,0,0,0,0,18,0,6,16,0,0,0,0,0,0,0,6,21,0,0,0,0,0,0,0,1,0,0,0,424.0
1405495,0,43,18,0,0,10,0,0,0,0,5,5,0,416,5,0,68,0,0,0,0,10,0,0,20,69,0,0,10,0,5,0,5,48,0,0,0,1771.0
1405513,10,272,40,0,0,0,0,0,5,0,5,8,0,25,0,0,10,0,0,0,0,5,0,0,52,130,0,0,0,0,0,0,0,152,0,0,0,1429.0
1405528,10,343,40,0,0,5,0,0,10,0,5,8,0,25,0,0,10,0,0,0,0,5,0,0,52,130,0,0,0,0,0,0,5,152,0,0,0,1444.0
1405660,4,0,0,0,0,0,0,0,0,0,4,8,0,0,0,8,0,0,0,0,0,0,0,0,8,16,0,0,0,0,0,0,0,4,0,0,0,340.0
1405663,0,0,0,0,0,5,0,0,0,0,10,5,0,0,0,30,1,0,0,0,0,0,0,0,56,40,0,0,0,0,0,0,10,28,0,0,0,843.0
1405858,2,24,0,0,0,0,4,0,0,0,0,4,0,28,2,10,24,0,0,0,0,3,0,4,15,44,0,0,0,0,0,0,1,9,0,0,0,701.0
1406587,12,127,0,8,0,0,0,0,0,0,0,14,0,0,0,15,4,0,0,0,0,0,100,14,7,84,2,0,0,0,0,0,3,24,0,0,0,950.0
1406666,0,12,1,3,0,7,0,0,0,0,3,0,0,54,1,17,43,0,0,3,0,6,0,0,12,121,0,0,0,0,0,19,3,7,0,0,0,1658.0
1407038,0,9,0,0,0,0,0,0,0,57,0,0,0,52,0,5,12,0,0,0,47,0,0,0,4,50,0,0,1,1,3,0,1,0,0,0,7,652.0
1407067,1,9,0,0,0,0,5,0,0,0,0,115,0,0,0,7,18,74,30,0,0,0,134,0,157,340,5,0,0,5,0,0,0,29,0,0,0,2342.0
1407190,0,16,0,0,0,6,0,0,3,0,0,0,0,51,0,11,48,0,0,0,0,0,0,0,8,52,0,0,0,0,0,0,7,34,0,0,0,1306.0
1407268,0,24,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,157.0
1407623,16,11,0,20,0,0,0,0,0,0,15,51,0,0,0,20,0,0,10,0,0,0,154,0,5,70,0,0,0,0,0,0,15,195,0,0,0,1573.0
1407704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,66.0
1407739,0,23,0,0,0,4,0,0,0,0,0,27,0,0,2,13,3,3,3,0,0,0,44,3,6,112,0,0,0,0,0,0,7,156,0,0,0,1500.0
1407878,4,0,0,1,0,0,0,0,0,2,0,0,0,61,0,11,19,0,0,0,0,1,0,0,12,28,0,0,6,0,0,0,4,2,0,0,0,631.0
1408057,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,3,0,0,0,0,132.0
1408075,0,5,0,0,2,5,0,0,0,0,5,9,0,20,0,4,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,5,0,0,0,370.0
1408100,12,6,0,0,0,13,0,0,0,0,0,15,0,14,1,17,7,0,3,0,0,5,147,0,8,54,3,0,2,0,0,0,6,54,0,0,0,1235.0
1408146,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
1408198,0,70,7,0,15,39,3,0,0,0,6,42,0,136,0,16,40,3,0,0,0,0,15,0,30,229,0,0,2,3,0,0,4,87,0,0,0,2654.0
1408278,0,33,7,0,2,5,0,0,0,0,0,0,0,127,0,20,59,0,0,0,0,5,0,0,52,127,0,0,0,0,0,0,0,52,0,0,0,2530.0
1408299,0,2,2,6,0,2,0,0,0,18,0,2,0,31,0,6,18,0,0,0,10,0,0,0,12,19,0,0,2,0,0,0,0,2,0,0,0,630.0
1408356,2,23,0,0,0,4,0,0,2,0,0,21,0,26,2,21,21,4,0,0,0,32,2,6,5,99,0,0,0,12,0,0,4,51,0,3,0,1390.0
1408534,10,40,0,5,0,0,5,5,0,0,5,85,0,0,0,5,5,34,11,10,0,0,111,0,101,184,0,0,0,5,0,0,5,5,0,0,0,1618.0
1408710,3,23,0,6,13,21,0,0,0,6,0,6,0,30,0,14,18,0,0,0,6,3,0,0,15,81,0,0,0,3,0,0,9,73,0,0,0,1317.0
1408956,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,7,18,0,0,0,0,0,0,0,2,0,0,0,104.0
1409014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,129.0
1409171,5,11,0,0,0,5,0,0,7,2,10,44,0,4,0,10,2,7,0,2,0,10,1,2,6,33,0,0,0,0,0,0,0,26,0,0,0,1121.0
1409175,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,6,12,0,0,0,0,0,0,2,0,0,0,0,182.0
1409197,0,10,0,0,0,0,0,0,0,1,0,0,0,17,0,1,2,0,1,0,0,0,0,0,9,14,0,0,0,0,0,0,9,0,0,0,0,370.0
1409269,0,18,4,4,0,2,4,0,0,147,0,0,0,173,0,13,80,0,0,0,120,2,0,0,13,216,0,0,14,0,4,0,2,30,0,0,0,1825.0
1409375,0,134,0,0,0,0,1,0,2,0,0,0,0,70,0,20,40,0,0,0,0,6,0,2,10,25,0,0,0,0,0,0,1,15,0,0,0,1227.0
1409432,0,2,0,0,0,0,0,0,0,16,1,0,0,13,0,2,1,0,0,0,14,0,0,0,4,41,0,0,0,0,0,0,0,3,0,0,1,179.0
1409446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
1409493,7,56,1,0,7,0,16,101,5,0,1,281,1,0,0,2,31,14,420,0,0,2,459,0,132,204,9,0,0,0,1,0,18,331,0,0,0,4358.0
1409775,4,13,0,2,0,0,2,0,0,0,0,14,0,0,0,12,12,28,24,0,0,0,45,0,54,80,0,0,0,0,0,0,8,6,0,0,2,623.0
1409885,0,2,0,2,0,0,0,0,0,0,0,2,0,8,0,6,4,0,0,0,0,0,0,0,2,6,0,0,4,0,0,0,0,2,0,0,0,260.0
1409916,0,7,3,0,0,0,0,0,0,145,1,2,0,18,0,24,88,0,0,0,0,0,0,0,4,71,0,0,3,4,4,0,0,29,0,0,52,1405.0
1409970,1,25,4,2,0,0,0,0,2,2,2,78,0,65,8,29,85,2,13,0,0,0,4,0,104,231,0,2,0,4,2,0,12,44,0,0,2,2399.0
1409986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,1,0,0,0,0,98.0
1410056,2,30,0,0,0,0,0,0,0,0,0,3,0,0,0,5,1,0,0,0,0,0,0,2,9,27,0,0,0,1,0,0,0,10,0,0,0,295.0
1410098,0,23,0,0,0,0,0,0,0,176,0,0,0,279,0,24,48,0,0,0,100,0,0,0,20,241,0,0,17,5,0,0,5,10,0,0,23,2542.0
1410172,0,39,0,5,1,0,2,0,3,0,4,2,0,58,0,7,52,0,0,0,0,9,0,0,9,31,0,0,0,5,0,0,13,36,0,0,0,1355.0
1410384,0,37,1,0,0,1,0,0,0,0,0,1,0,146,2,56,105,0,0,0,0,0,0,0,41,225,0,0,0,0,0,0,15,73,0,0,0,2803.0
1410402,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,103.0
1410428,4,19,7,3,0,1,0,0,0,0,1,1,0,188,3,26,70,0,0,0,0,1,0,0,11,52,0,0,5,4,1,0,2,18,0,0,0,1157.0
1410471,1,8,0,0,0,0,0,0,2,75,0,0,0,7,0,9,15,0,0,0,0,0,0,0,0,19,0,0,0,0,1,0,1,0,0,0,44,361.0
1410567,0,2,0,2,0,0,0,0,0,0,0,10,0,8,0,5,2,1,1,0,0,0,27,0,1,21,0,0,0,8,0,0,5,56,0,0,1,504.0
1410636,4,25,0,4,0,0,0,0,3,0,0,26,0,0,5,24,44,0,0,0,0,9,0,14,11,310,0,0,0,5,1,0,19,52,0,0,0,1996.0
1410708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,69.0
1410711,2,23,0,0,0,0,0,0,0,0,1,0,0,0,1,6,5,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,1,1,0,0,0,220.0
1410939,0,41,2,0,2,0,0,0,0,266,0,0,0,347,0,17,94,0,0,0,162,0,0,0,13,329,0,0,20,6,0,0,3,16,0,0,43,2760.0
1411036,0,3,0,0,0,0,0,0,0,0,0,3,0,18,0,6,3,0,0,0,0,0,0,21,9,45,0,0,0,0,0,0,0,0,0,0,0,569.0
1411059,2,5,0,0,0,0,0,0,2,4,3,116,0,0,0,5,5,7,56,0,0,0,427,0,18,105,0,0,0,75,0,0,67,355,0,0,4,2997.0
1411158,1,9,1,0,0,0,0,0,0,88,0,1,0,67,0,3,20,0,0,0,38,0,0,0,4,119,0,0,3,2,0,0,0,2,0,0,12,689.0
1411168,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,5,0,0,15,25,0,0,0,0,0,0,0,5,0,0,0,482.0
1411207,0,31,1,5,0,20,0,0,6,1,10,26,0,103,30,10,7,0,0,0,0,8,5,13,5,134,0,0,0,5,0,0,10,5,0,0,0,1609.0
1411303,4,2,0,0,0,0,0,3,0,0,2,20,0,0,0,6,1,2,8,0,0,0,17,0,3,18,0,0,0,0,0,0,0,0,0,0,0,215.0
1411342,5,76,32,0,0,10,16,115,0,4,8,329,0,40,0,20,36,40,452,0,0,0,437,0,110,223,12,0,0,0,0,0,15,477,0,0,4,4805.0
1411488,0,51,2,40,2,0,0,0,0,0,0,4,0,47,2,12,95,8,4,0,0,0,0,0,96,391,0,0,4,0,0,0,16,43,0,0,0,2807.0
1411494,10,76,29,3,0,12,0,0,2,0,7,51,0,6,0,28,59,22,5,0,0,0,37,9,137,393,0,0,0,16,5,0,9,539,0,0,0,4003.0
1411574,0,16,23,0,0,0,0,0,6,313,5,32,0,0,0,28,21,0,0,0,0,0,0,0,31,201,0,0,0,41,1,0,4,38,0,0,146,2302.0
1411579,0,7,16,0,0,1,0,0,0,0,0,10,0,1,3,10,14,0,0,0,0,2,3,0,0,18,0,0,0,6,0,0,4,53,0,0,0,763.0
1411685,13,53,0,0,0,5,7,0,0,494,0,0,0,843,0,13,136,0,0,0,387,5,0,0,14,676,0,0,15,5,4,0,7,11,0,0,18,4498.0
1411688,3,24,3,19,0,9,0,0,0,3,9,9,0,34,15,24,45,0,3,0,0,11,12,0,17,83,0,0,0,9,0,3,3,44,0,0,0,1234.0
1411690,1,8,1,0,3,2,0,0,0,36,0,1,0,158,0,3,31,0,0,0,21,2,0,0,11,48,0,0,3,1,3,0,0,21,0,0,4,807.0
1411730,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,4,0,0,0,0,0,0,0,10,8,0,0,1,0,0,0,1,0,0,0,0,152.0
1411879,0,1,0,0,0,0,0,0,0,35,3,0,0,107,3,12,47,0,0,0,27,8,0,0,9,46,0,0,10,0,0,0,3,20,0,0,0,882.0
1411906,0,41,0,0,0,0,0,0,0,229,0,0,0,254,0,14,50,0,0,0,192,0,0,0,61,299,0,0,15,5,0,0,5,0,0,0,5,2335.0
1412043,0,6,0,2,0,2,0,0,0,0,2,0,0,46,0,16,30,0,0,0,0,0,0,2,16,93,0,0,0,0,0,1,4,34,0,0,0,1108.0
1412067,0,2,0,0,0,0,0,0,0,84,0,0,0,168,0,9,67,0,0,0,49,0,0,0,17,220,0,0,2,0,0,0,5,5,0,0,8,1827.0
1412100,9,31,3,0,12,13,0,0,4,3,12,51,0,1,1,18,29,9,0,0,0,0,8,0,44,212,0,0,0,15,3,0,23,190,0,0,0,2206.0
1412126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,2,0,0,0,0,249.0
1412232,0,10,7,0,3,4,0,0,0,9,0,6,0,27,0,12,24,0,0,0,3,5,0,0,0,78,0,0,0,3,0,0,4,65,0,3,0,1078.0
1412270,0,22,5,7,14,11,0,0,0,0,0,0,0,107,0,72,111,0,8,0,0,0,0,0,23,164,0,0,0,0,0,0,8,153,0,0,4,2503.0
1412347,0,602,0,0,0,0,0,0,0,20,0,8,0,0,24,24,17,0,0,0,0,0,0,70,2,200,4,0,0,4,13,0,0,307,0,0,0,2542.0
1412486,0,6,0,0,0,0,0,0,0,66,2,0,0,119,2,10,35,0,0,0,40,2,0,0,8,132,0,0,2,2,0,0,2,11,0,0,6,1044.0
1412502,4,2,0,0,0,0,0,0,0,0,2,51,0,0,0,14,11,0,36,0,0,0,259,0,2,19,4,0,0,10,0,0,4,114,0,0,3,1396.0
1412665,6,10,0,2,0,0,10,2,1,0,0,79,0,0,0,1,11,51,7,0,0,1,74,0,71,133,0,0,0,1,0,0,1,25,0,0,0,1312.0
1412707,2,7,1,0,0,0,1,5,1,0,0,30,0,1,0,5,10,12,11,0,0,0,51,0,21,60,0,0,0,1,0,0,1,9,0,0,0,628.0
1413263,9,22,0,28,0,22,0,0,0,53,4,0,0,44,0,60,56,3,4,0,1,4,3,0,21,267,0,0,0,0,0,0,8,28,0,0,4,2248.0
1413329,5,22,0,5,0,19,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,5,0,0,5,71,0,0,0,0,0,0,5,96,0,0,0,689.0
1413488,0,0,0,0,0,0,0,0,0,7,0,1,0,4,0,3,2,0,0,5,7,0,0,0,5,39,0,0,0,0,0,0,0,7,0,0,1,276.0
1413507,0,425,0,0,0,0,0,0,0,0,0,13,0,0,1,1,8,0,0,0,0,0,0,38,27,180,0,0,0,5,4,0,0,28,0,1,0,1712.0
1413547,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,255.0
1413754,0,4,0,0,0,0,0,0,0,188,0,0,0,122,0,8,18,0,0,0,136,0,0,0,23,306,0,0,8,0,0,0,0,4,0,0,18,1543.0
1413837,7,59,6,0,0,0,0,1,3,0,1,49,0,6,0,5,39,35,2,0,0,0,29,0,135,225,0,0,0,13,0,0,0,26,0,0,0,1418.0
