cik,list_broad_quantity_E,list_commodity_E,list_competition_E,list_consumer_E,list_elections_P,list_exchange_rate_E,list_financial_crisis_E,list_govt_enterprises_P,list_govt_spending_P,list_healthcare_E,list_inflation_E,list_interest_rates_E,list_invest_sentiment_E,list_ip_E,list_labor_disputes_E,list_labor_markets_E,list_litigation_E,list_monetary_P,list_other_financial_E,list_policy_agri_P,list_policy_food_P,list_policy_trade_P,list_real_estate_E,list_reg_energy_p,list_reg_finance_P,list_reg_generic_P,list_reg_housing_P,list_reg_immigration_P,list_reg_ip_P,list_reg_labor_P,list_reg_lawsuit_P,list_reg_other_P,list_security_P,list_taxes_P,list_trade_E,list_transport_P,list_welfare_P,sentences
1377789,4,14,0,0,0,8,0,0,0,0,4,0,0,48,0,25,41,0,0,0,0,4,0,0,12,96,0,0,0,0,0,0,8,92,0,0,0,1495.0
1377848,0,6,0,0,0,9,0,0,0,0,6,14,0,0,0,3,6,0,0,0,0,0,0,0,12,28,0,0,0,14,0,0,7,139,0,0,0,1150.0
1377936,12,23,0,2,0,14,1,0,5,8,4,113,8,0,0,13,34,4,10,0,0,5,1,0,49,93,0,0,0,0,0,0,0,111,0,0,0,2282.0
1378140,0,20,0,0,21,21,0,0,3,0,0,2,0,149,0,29,137,0,0,0,0,13,0,0,26,88,0,0,10,8,0,0,0,10,0,0,0,2039.0
1378453,4,14,0,3,0,0,0,0,0,1,1,8,0,0,12,8,22,3,0,0,0,4,8,2,3,51,0,0,0,1,1,0,4,20,0,2,0,945.0
1378590,0,4,0,0,0,0,0,0,0,0,0,0,0,46,0,12,15,0,0,0,0,0,0,0,0,31,0,0,4,0,0,3,0,2,0,0,0,686.0
1378624,8,7,4,1,0,16,1,0,0,25,4,0,0,162,4,33,32,4,0,0,19,3,1,0,25,489,0,0,4,0,0,0,24,163,0,0,0,2963.0
1378706,2,15,0,0,0,0,0,0,0,0,0,2,0,0,1,3,2,0,0,0,0,0,0,0,13,21,0,0,0,0,0,0,3,11,0,0,0,341.0
1378718,14,29,0,0,0,9,0,0,8,0,4,16,0,8,16,14,6,0,0,0,0,20,0,4,12,134,0,0,0,8,0,0,28,24,0,8,0,1505.0
1378774,0,0,0,0,0,0,0,0,0,35,0,35,0,0,3,7,16,0,21,0,0,0,137,3,24,59,0,0,0,34,0,0,18,160,0,0,6,1646.0
1378946,0,3,0,0,0,0,1,0,0,0,0,11,0,0,0,1,0,1,4,0,0,0,15,0,7,12,0,0,0,0,0,0,0,1,0,0,0,170.0
1378950,0,38,0,5,0,22,0,0,0,0,0,5,0,94,0,0,70,0,0,0,0,23,0,0,23,80,0,0,10,0,7,0,19,76,0,0,0,2103.0
1378992,1,11,0,4,2,4,0,0,0,6,8,2,0,24,8,2,4,0,0,0,4,0,0,0,4,36,0,0,0,0,0,0,4,17,0,0,0,407.0
1379006,0,41,0,0,0,0,0,0,5,167,0,0,0,166,0,21,20,0,0,0,167,0,2,0,37,378,0,0,5,0,0,0,15,2,0,0,5,2653.0
1379041,0,6,0,0,0,0,0,0,0,6,6,18,0,0,0,10,3,3,0,0,0,1,0,0,3,65,0,0,0,57,0,0,12,16,0,0,0,755.0
1379075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,44.0
1379527,6,71,12,0,0,0,0,0,0,0,12,1,0,6,0,0,3,0,0,0,0,0,0,0,18,50,0,0,0,0,0,0,6,24,0,0,0,687.0
1379661,0,230,15,0,0,0,0,0,0,0,0,26,0,0,0,4,17,0,3,0,0,10,0,94,40,223,2,0,0,3,0,0,9,155,0,0,0,1812.0
1379714,0,72,11,0,0,0,2,0,0,0,0,5,0,0,4,8,2,0,1,0,0,0,2,5,20,49,0,0,0,2,0,0,6,9,0,0,0,489.0
1379785,21,34,0,0,4,0,6,0,6,1,1,84,6,0,0,10,35,9,0,0,0,4,4,0,48,140,0,0,0,0,0,3,8,102,0,0,0,2440.0
1379895,0,41,3,8,0,0,0,0,0,0,0,11,0,0,12,6,6,0,0,0,0,0,0,6,2,133,0,0,0,0,0,0,8,13,0,3,0,1215.0
1380277,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,143.0
1380393,2,35,6,0,0,5,4,0,2,2,2,19,0,4,0,20,54,8,1,0,0,2,31,0,59,155,0,0,0,15,0,0,2,207,0,0,2,1875.0
1380509,2,12,0,0,0,0,0,15,0,0,0,6,0,0,0,19,12,0,0,0,0,0,83,0,16,26,0,0,0,0,0,0,12,54,0,0,0,562.0
1380846,11,48,4,0,0,0,6,6,4,0,10,135,5,0,0,33,12,34,2,0,0,0,71,0,175,352,2,0,0,11,0,0,6,53,0,0,0,2678.0
1381054,0,9,0,0,0,0,0,0,2,9,0,0,0,29,0,0,13,0,0,0,2,0,0,0,5,40,0,0,2,0,0,0,0,2,0,0,7,280.0
1381105,0,28,0,0,0,0,0,0,0,0,0,0,0,12,0,4,10,0,0,0,0,0,0,0,16,32,0,0,0,2,0,0,0,0,0,0,0,510.0
1381197,0,2,1,0,0,1,0,0,0,0,0,0,0,3,0,1,7,2,1,0,0,1,0,0,2,24,0,0,1,0,0,0,0,22,0,0,0,267.0
1381240,2,3,0,0,0,0,0,0,0,7,0,0,0,3,0,4,4,0,0,2,7,0,0,0,14,63,0,0,0,0,2,0,2,2,0,0,0,459.0
1381435,0,2,0,0,0,0,0,0,0,0,0,0,0,10,0,4,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,96.0
1381447,0,2,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,12,34,0,0,0,0,0,0,0,2,0,0,0,288.0
1381531,0,34,6,0,5,34,0,0,0,8,0,5,0,41,10,10,31,0,0,0,0,0,5,20,5,76,0,0,0,0,0,0,5,51,0,0,8,1204.0
1381668,0,11,0,5,0,0,16,0,0,0,0,141,0,0,0,10,11,0,58,0,0,0,77,0,43,98,0,0,0,0,0,0,0,25,0,0,0,781.0
1381871,0,3,1,0,0,0,0,0,0,0,1,0,0,6,0,1,7,0,0,0,0,0,1,0,5,3,0,0,0,0,0,0,0,1,0,0,0,163.0
1382101,0,16,1,0,0,0,0,0,3,128,0,0,0,167,1,10,45,0,0,0,84,0,0,0,6,183,0,0,4,3,2,0,2,16,0,0,15,1131.0
1382112,4,1,0,0,0,4,0,0,0,0,0,1,0,11,0,1,3,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,11,0,0,0,257.0
1382219,0,0,0,0,0,0,0,0,0,2,0,0,0,18,0,22,14,0,0,0,0,0,0,0,4,8,0,0,0,6,0,0,0,8,0,0,4,486.0
1382230,4,0,0,0,0,0,0,0,0,0,4,51,0,0,0,7,8,9,26,0,0,0,74,0,87,93,0,0,0,0,0,0,2,17,0,0,0,628.0
1382231,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,5,20,73,0,0,0,0,0,0,0,20,0,0,0,1006.0
1382574,0,6,0,0,1,0,0,0,0,39,1,0,0,2,0,10,17,0,0,0,4,5,0,0,41,80,0,0,0,0,0,0,0,2,0,0,6,1063.0
1382821,3,34,2,3,0,3,0,2,0,0,1,5,0,37,0,27,32,0,4,0,0,0,90,0,9,53,1,0,2,8,0,0,6,21,0,0,1,989.0
1382911,7,20,6,0,0,4,0,0,0,297,2,0,0,315,2,12,101,0,0,0,208,2,0,0,25,301,0,0,0,3,0,0,5,20,0,0,49,2620.0
1383097,3,16,0,6,0,6,0,0,0,0,0,1,0,18,0,3,5,0,2,0,0,6,0,0,12,15,0,0,0,0,0,0,12,4,0,0,0,614.0
1383154,0,1,0,0,0,0,0,0,1,0,0,0,0,10,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,183.0
1383183,0,13,0,0,0,0,0,0,0,75,3,0,0,3,1,3,12,0,0,0,11,0,0,0,0,96,0,0,0,6,0,0,2,6,0,0,32,795.0
1383312,5,5,0,0,2,1,0,0,0,10,10,5,0,29,3,5,1,0,0,0,0,0,0,0,31,154,0,0,0,0,0,0,5,5,0,0,0,1051.0
1383394,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,5,20,0,0,0,616.0
1383414,22,33,0,5,8,17,0,0,8,4,4,198,0,0,0,17,34,2,1,0,0,1,0,0,84,171,0,0,0,0,0,0,5,171,0,0,0,3752.0
1383571,0,31,1,0,0,0,0,0,0,0,1,0,0,4,5,4,4,1,0,0,0,4,0,0,2,22,0,0,0,0,0,0,1,2,0,1,0,311.0
1383650,0,271,31,0,0,0,5,0,1,0,0,29,0,0,12,13,17,0,4,0,0,13,0,65,57,199,0,0,0,0,3,0,15,326,0,0,0,3057.0
1383701,5,38,1,5,0,0,0,0,2,437,5,0,0,291,10,49,96,0,0,0,332,5,0,0,35,652,0,0,12,10,0,0,10,38,0,0,33,4038.0
1383825,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,2,0,3,6,0,0,0,0,0,0,1,0,0,0,0,95.0
1383871,4,13,80,0,0,0,0,0,0,0,0,2,0,58,0,12,63,0,2,0,0,2,0,0,38,110,0,0,0,0,0,0,2,25,0,0,0,1342.0
1383875,0,13,1,2,0,0,0,0,0,1,0,3,0,6,1,12,19,0,1,0,1,0,2,1,4,28,0,1,0,7,0,0,1,4,0,0,1,343.0
1384072,0,677,42,0,0,4,0,0,0,0,1,34,0,0,6,4,17,0,0,0,0,5,0,61,82,269,0,0,0,0,0,0,3,229,0,0,0,3145.0
1384101,0,17,1,0,0,4,4,0,0,268,0,0,0,238,2,15,77,0,0,0,74,4,0,0,23,168,0,0,12,0,5,0,6,49,0,0,147,2492.0
1384135,16,14,1,1,0,20,1,0,2,0,4,2,0,18,5,22,21,11,3,0,0,0,3,0,16,154,0,0,0,1,0,0,7,83,0,0,0,1313.0
1384195,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,44,0,0,0,0,0,0,0,21,0,0,0,734.0
1384710,0,8,0,0,0,2,0,0,0,2,0,39,0,0,2,3,10,2,13,0,0,0,109,2,6,49,2,0,0,0,0,0,6,132,0,0,2,1154.0
1384905,0,32,16,1,24,8,0,0,1,3,0,0,0,99,3,25,46,0,0,0,0,9,0,0,19,232,0,4,9,0,0,75,15,123,0,0,0,2607.0
1385157,8,24,16,0,0,8,0,0,16,0,20,0,0,27,0,17,36,0,4,0,0,4,0,4,8,65,0,0,0,0,0,0,4,87,0,0,0,1061.0
1385228,0,18,0,0,0,2,0,0,0,141,2,0,0,166,0,6,57,0,0,0,77,2,0,0,10,178,0,0,8,2,0,0,4,14,0,0,22,1553.0
1385280,0,13,4,0,0,0,0,0,0,0,4,4,0,0,4,14,8,0,0,0,0,0,4,0,4,67,0,0,0,8,0,0,1,22,0,0,0,698.0
1385292,2,5,0,2,0,2,0,0,0,0,0,0,0,53,0,12,15,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,4,4,0,0,0,655.0
1385310,3,4,10,0,0,0,0,0,0,38,0,2,0,21,0,6,2,0,0,0,26,0,0,0,10,48,0,0,0,0,0,0,4,0,0,0,8,418.0
1385329,0,24,0,9,0,0,0,0,0,0,51,3,0,0,0,15,3,0,0,0,0,0,0,11,11,121,0,0,0,0,0,0,0,14,0,0,0,686.0
1385508,0,19,0,0,6,0,0,0,0,92,2,0,0,187,0,6,60,0,0,0,56,0,0,0,19,148,0,0,3,2,0,0,2,4,0,0,8,1213.0
1385544,4,118,0,2,0,0,0,0,0,0,1,2,0,2,2,9,10,0,0,0,0,2,0,23,1,46,0,0,0,5,2,0,2,2,0,0,0,593.0
1385613,5,11,4,0,5,11,0,0,0,0,2,6,0,0,0,25,0,3,0,0,0,0,0,0,61,271,0,0,0,0,0,0,4,166,0,0,0,2776.0
1385818,0,20,0,0,0,3,0,0,0,149,0,0,0,184,0,4,34,0,0,0,116,2,0,0,17,208,0,0,12,2,2,0,8,16,0,0,8,1576.0
1385849,10,55,0,0,0,0,4,0,4,0,4,12,0,4,18,4,32,0,0,0,0,16,17,10,40,197,0,0,0,0,0,0,4,37,0,0,0,1536.0
1385867,0,14,0,0,4,27,0,0,3,2,0,1,0,60,0,27,45,0,0,0,0,1,0,0,17,70,0,0,3,2,0,0,6,71,0,0,0,1779.0
1386026,2,16,0,4,0,0,0,0,0,2,2,0,0,4,2,18,22,0,0,0,0,0,0,0,14,38,0,0,0,0,0,0,2,2,0,0,0,651.0
1386041,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,64.0
1386049,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,3,10,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0,8,0,0,0,297.0
1386164,0,2,23,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,24,20,0,0,0,0,0,0,0,35,0,0,0,259.0
1386278,0,28,0,12,0,0,1,0,0,0,0,1,0,52,0,3,70,21,0,0,0,0,0,0,33,178,0,0,5,0,0,0,5,174,0,0,0,1680.0
1386301,5,0,4,0,0,5,0,0,0,0,0,0,0,22,0,5,5,0,0,0,0,0,0,0,15,55,0,0,0,0,0,0,10,5,0,0,0,1112.0
1386570,0,11,5,0,0,0,0,0,10,30,0,6,0,167,0,23,107,0,0,5,15,5,1,0,21,229,0,0,12,0,0,0,0,19,0,5,0,1986.0
1386765,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,57.0
1386858,0,6,0,0,0,1,0,0,0,62,3,3,0,82,2,10,25,0,0,0,37,1,1,0,6,53,0,0,1,1,1,0,1,6,0,0,14,647.0
1386926,3,71,22,0,0,8,2,0,2,0,2,55,0,0,1,2,0,8,16,0,0,3,42,0,55,112,0,0,0,0,0,0,1,239,0,0,0,1460.0
1386936,0,4,0,0,0,2,0,0,0,0,19,1,0,0,1,0,4,1,0,0,0,0,0,0,11,22,0,0,0,0,0,0,0,3,0,0,0,486.0
1387061,0,11,0,20,1,14,1,23,1,0,9,149,0,0,0,11,12,4,32,0,0,0,292,0,16,118,5,0,0,52,0,0,32,326,0,0,0,3112.0
1387135,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,2,6,0,0,0,0,2,0,0,6,13,0,0,0,1,0,0,0,7,0,0,0,216.0
1387467,21,51,4,5,0,25,10,0,0,0,10,5,0,132,4,27,65,10,0,0,0,20,0,5,0,161,0,0,5,5,0,0,11,124,0,0,0,2755.0
1387713,0,7,0,1,1,0,0,0,0,0,0,3,0,36,0,3,15,0,0,0,0,0,0,0,0,68,0,0,0,0,0,7,5,18,0,0,0,654.0
1388133,1,13,0,0,0,2,0,0,0,0,1,1,0,28,1,4,16,0,0,0,0,3,0,0,5,26,0,0,1,0,0,11,2,8,0,0,0,543.0
1388180,3,8,0,0,0,0,0,0,0,0,0,0,0,25,0,0,10,0,0,0,0,11,0,0,44,16,0,0,0,0,0,0,5,0,0,0,0,1162.0
1388195,0,13,0,0,2,0,0,0,3,152,0,6,0,3,0,3,24,0,0,0,0,0,3,0,8,145,0,0,0,0,0,0,0,3,0,0,55,978.0
1388319,0,5,0,0,0,0,0,0,0,103,0,0,0,62,0,10,17,0,0,0,60,0,0,0,36,195,0,0,0,0,8,0,0,5,0,0,0,1042.0
1388320,0,15,10,0,0,5,0,0,0,408,0,0,0,201,2,19,71,0,0,0,311,5,0,3,32,360,0,0,0,0,2,0,3,16,0,0,49,2519.0
1388430,19,97,4,8,0,17,4,0,1,0,0,51,0,0,25,30,15,0,0,0,0,36,4,0,11,230,0,0,0,5,0,0,37,71,0,9,0,2754.0
1388486,1,5,0,0,0,0,0,0,0,112,0,0,0,85,2,5,46,0,0,0,81,0,0,0,11,165,0,0,5,1,0,0,5,15,0,0,6,984.0
1388658,0,10,3,0,0,1,0,0,0,65,0,0,0,65,0,10,28,0,0,0,25,1,0,0,7,94,0,0,6,1,3,0,2,8,0,0,10,784.0
1388978,1,4,0,0,0,8,0,0,0,0,5,0,0,0,1,4,3,2,0,0,0,1,0,0,1,41,0,0,0,0,0,0,0,48,0,0,1,318.0
1388982,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,3,16,0,0,0,0,0,0,0,0,0,0,0,123.0
1389002,0,12,3,0,0,15,0,0,0,0,0,0,0,102,0,18,48,0,0,0,0,0,0,0,12,66,0,0,3,0,0,0,9,46,0,0,0,1457.0
1389034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,76.0
1389050,0,139,5,0,4,7,0,0,0,0,2,32,0,2,0,10,37,1,0,0,0,1,0,75,24,152,2,0,0,4,3,0,12,165,0,0,4,1468.0
1389072,4,12,0,2,0,6,0,0,0,59,2,0,0,54,0,10,31,0,0,0,30,0,0,0,2,113,0,0,4,0,0,0,0,13,0,0,6,944.0
1389170,0,230,15,0,0,0,0,0,0,0,0,28,0,0,0,5,17,0,3,0,0,10,0,94,44,220,2,0,0,3,0,0,9,67,0,0,0,1656.0
1389217,0,8,0,0,0,0,0,0,0,0,0,0,0,18,0,1,3,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,249.0
1389415,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,4,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,4,4,0,0,0,148.0
1389545,0,3,2,7,0,0,0,0,0,192,0,0,0,138,0,23,56,0,0,0,148,0,0,0,13,202,0,0,0,0,0,0,0,16,0,0,12,1690.0
1390072,1,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,9,0,0,0,0,0,0,0,10,14,0,0,0,0,0,0,0,0,0,0,0,244.0
1390162,23,0,0,6,0,0,0,0,4,0,0,91,0,0,0,28,9,17,57,0,0,3,161,0,64,209,0,0,0,5,0,0,0,15,0,0,0,1674.0
1390213,0,4,0,0,12,16,0,0,1,2,0,52,0,0,0,3,16,0,41,0,0,0,140,0,27,40,0,0,0,0,1,0,0,217,0,0,2,1952.0
1390312,3,0,0,0,0,0,0,0,0,0,3,64,0,0,0,12,0,15,15,0,0,3,68,0,48,75,0,0,0,0,0,0,0,5,0,0,0,576.0
1390478,0,50,0,0,0,0,0,0,3,360,5,0,0,402,6,29,144,0,0,0,233,5,0,0,40,517,0,0,16,4,6,0,13,26,0,0,56,3630.0
1390778,0,2,0,0,0,0,0,0,0,5,0,1,0,4,0,0,1,0,0,0,5,0,1,0,2,29,0,0,0,0,1,0,1,2,0,0,0,185.0
1390844,20,15,20,10,8,16,0,0,0,0,10,11,0,5,15,10,9,0,0,0,0,9,0,0,12,62,0,0,0,0,0,0,0,168,0,0,0,987.0
1391127,0,36,10,0,0,24,0,0,0,0,0,0,0,101,1,17,88,0,0,0,0,0,0,0,16,97,0,0,4,4,4,12,4,32,0,0,0,1912.0
1391135,4,7,0,1,0,1,0,0,0,4,5,14,0,35,1,19,34,0,0,0,6,3,27,0,21,65,1,0,1,4,0,0,1,38,0,0,0,1432.0
1391407,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,4,0,0,0,0,132.0
1391636,0,12,0,0,0,0,0,0,0,0,0,5,0,30,0,8,21,0,0,1,0,5,0,0,6,33,0,0,0,1,0,2,3,18,0,0,0,670.0
1391750,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,5,0,0,0,103.0
1392091,5,204,0,5,0,0,0,0,0,5,3,24,0,0,0,10,9,0,0,0,0,0,0,45,10,251,0,0,0,20,5,0,20,411,0,1,5,2988.0
1392363,28,15,0,0,0,28,0,0,4,0,11,0,0,0,0,0,22,16,3,0,0,4,9,0,45,187,0,0,0,0,0,0,0,84,0,0,0,1420.0
1392380,4,615,0,0,0,0,1,0,4,19,0,16,0,288,0,23,91,0,0,0,19,0,0,37,34,199,0,0,4,8,4,0,15,20,0,9,0,3509.0
1392449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,0,0,0,0,0,0,0,0,0,0,0,108.0
1392522,0,8,2,1,0,0,1,0,0,0,0,9,0,40,1,4,6,0,0,0,0,1,0,1,1,12,0,0,0,0,0,0,2,15,0,0,0,491.0
1392545,5,5,0,0,0,3,0,0,0,0,0,5,0,58,0,10,10,0,0,0,0,0,5,0,11,125,0,0,0,0,0,0,5,0,0,0,0,1060.0
1392562,1,1,0,0,0,0,0,0,0,0,1,9,0,0,0,2,0,3,3,0,0,0,10,0,3,10,0,0,0,0,0,0,0,0,0,0,0,64.0
1392902,0,28,0,2,0,4,0,0,0,0,4,8,0,0,0,14,12,0,0,0,0,0,2,0,8,22,0,0,0,0,0,0,4,4,0,0,0,539.0
1392972,0,24,0,0,0,11,0,0,0,5,0,0,0,164,0,15,52,0,0,0,0,5,0,0,30,59,0,0,14,0,0,0,4,17,0,0,0,2016.0
1393020,0,13,6,0,0,3,0,0,0,188,0,1,0,110,0,18,83,0,0,0,124,3,0,0,27,240,0,0,3,3,0,0,0,29,0,0,15,2041.0
1393052,0,22,3,0,9,12,0,0,0,24,0,0,0,68,0,18,41,0,0,0,0,6,0,0,17,121,0,0,3,3,2,0,3,77,0,0,0,1686.0
1393066,0,8,0,0,0,4,1,0,0,0,0,1,0,0,2,2,4,0,0,0,0,4,4,4,1,16,0,0,0,1,0,0,2,9,0,0,0,220.0
1393311,0,9,0,0,0,0,0,0,0,0,3,0,0,3,0,13,11,0,0,0,0,0,25,0,3,54,3,0,0,3,0,0,0,62,0,0,0,421.0
1393359,0,13,43,0,0,2,0,0,2,0,6,18,0,0,0,1,0,1,0,0,0,4,0,1,95,148,0,0,0,0,0,0,4,12,0,0,0,1172.0
1393434,0,35,1,0,4,0,0,0,0,613,0,0,0,602,0,20,181,0,0,0,400,0,0,0,24,582,0,0,27,10,0,0,7,28,0,0,93,5105.0
1393612,2,41,10,11,0,0,10,1,0,0,1,120,0,38,0,9,87,29,24,0,0,0,9,0,77,341,0,0,0,0,0,0,5,13,0,0,0,2441.0
1393726,4,8,2,0,0,4,0,21,0,12,4,56,0,2,1,10,24,8,55,0,0,0,110,0,52,216,1,0,0,0,0,0,1,33,0,0,2,1510.0
1393772,1,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,8,0,0,0,0,0,0,0,2,5,0,0,2,0,0,0,1,0,0,0,0,107.0
1393818,6,62,14,0,4,9,8,0,0,10,6,34,3,0,0,10,39,45,1,0,0,6,93,0,134,249,1,1,0,9,0,0,6,435,0,0,6,3263.0
1393883,30,45,11,5,28,15,0,0,0,11,0,5,0,158,0,76,36,0,0,0,0,0,0,0,11,137,0,0,0,0,1,2,5,148,0,0,0,2441.0
1394056,2,4,0,0,0,1,0,0,0,0,0,2,0,42,0,3,20,0,0,0,0,0,0,0,22,34,0,0,0,0,0,0,2,0,0,0,0,757.0
1394074,4,170,0,1,0,0,0,0,0,0,8,20,0,0,0,0,10,0,0,0,0,4,0,53,12,264,0,0,0,0,5,0,20,230,0,0,0,1917.0
1394108,0,8,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,4,0,0,0,0,416.0
1394130,0,4,0,0,0,0,0,0,0,82,2,2,0,55,0,10,20,0,0,0,34,0,0,0,22,51,0,0,2,0,4,0,2,0,0,0,34,705.0
1394156,7,15,0,25,0,0,0,0,0,0,0,0,0,6,10,61,57,0,0,0,0,0,5,0,0,99,0,0,0,33,0,0,5,18,0,0,0,1516.0
1394159,0,0,1,0,0,1,0,0,0,0,0,0,0,18,1,5,6,0,0,0,0,0,0,0,0,24,0,0,2,0,0,0,2,16,0,1,0,272.0
1394319,0,10,0,0,0,0,0,0,2,132,2,0,0,218,2,8,55,0,0,0,81,2,0,0,18,218,0,0,8,2,0,0,2,26,0,0,16,1408.0
1394638,0,4,7,6,0,0,0,0,0,0,3,0,0,60,0,27,36,0,3,0,0,0,0,0,12,33,0,0,0,3,0,0,1,24,0,0,0,728.0
1394872,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,10,0,0,0,0,0,0,0,16,18,0,0,0,0,0,0,2,0,0,0,0,378.0
1395317,0,21,8,0,0,21,0,0,0,291,0,8,0,60,8,10,12,0,0,0,108,22,0,0,0,220,0,0,4,0,0,0,0,29,0,0,98,1665.0
1395848,0,41,1,0,0,4,0,0,0,0,0,5,0,98,0,10,34,0,0,0,0,1,0,0,30,72,0,0,0,4,0,0,9,30,0,0,0,2029.0
1395864,0,10,0,2,0,0,0,0,0,0,0,7,0,3,2,6,17,0,0,0,0,0,0,14,0,27,0,0,0,0,2,0,4,3,0,0,0,655.0
1395937,0,13,0,0,0,0,0,0,0,284,0,0,0,337,0,9,80,0,0,0,139,0,0,0,27,380,0,0,15,2,3,0,2,31,0,0,45,2299.0
1395942,5,69,0,34,0,23,0,0,0,5,10,45,0,41,0,15,20,1,10,0,0,4,0,0,11,145,0,0,0,14,0,0,5,37,0,5,0,1879.0
1396009,0,24,0,0,0,0,0,0,0,0,1,1,0,0,2,3,16,0,0,0,0,13,0,12,0,31,0,0,0,0,0,0,0,20,0,0,0,574.0
1396033,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,3,10,0,0,0,0,9,1,1,0,21,0,0,0,2,0,0,1,3,0,0,0,237.0
1396054,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,15,0,0,0,0,0,0,0,0,21,33,0,0,0,0,0,0,0,8,0,0,0,633.0
1396118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,1,0,0,0,94.0
1396238,0,2,0,0,0,0,0,0,0,22,0,0,0,6,0,1,0,0,0,0,16,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,2,160.0
1396279,2,3,0,8,0,1,0,0,0,4,4,2,0,0,2,12,19,0,3,0,0,2,0,0,2,23,0,0,0,0,0,0,3,5,0,0,0,458.0
1396440,4,28,0,0,0,0,0,0,16,0,0,71,7,0,0,6,9,8,0,0,0,0,0,0,28,109,0,0,0,0,0,0,9,116,0,0,0,2088.0
1396446,0,5,20,0,0,0,4,116,0,0,2,164,0,0,0,5,2,19,40,0,0,0,88,0,69,91,4,0,0,0,0,0,0,147,0,0,0,1581.0
1396536,3,7,0,0,0,0,0,0,0,1,0,0,0,69,0,19,20,0,0,0,0,0,0,0,26,9,0,0,0,0,0,0,0,9,0,1,0,675.0
1396633,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,31,94,0,0,0,0,0,0,20,0,0,0,4,1018.0
1396814,2,18,0,2,0,0,0,0,0,191,2,0,0,134,0,12,49,0,0,0,148,0,2,0,10,198,0,0,5,2,0,0,2,20,0,0,20,1479.0
1396877,10,280,40,0,0,5,0,0,10,0,5,8,0,25,0,0,10,0,0,0,0,5,0,0,52,130,0,0,0,0,0,0,5,152,0,0,0,1439.0
1396878,10,80,40,0,0,5,0,0,10,0,5,8,0,25,0,0,10,0,0,0,0,5,0,0,52,130,0,0,0,0,0,0,5,152,0,0,0,1437.0
1397016,4,6,0,2,0,0,0,0,9,0,0,0,0,22,0,21,24,0,0,0,0,0,2,0,8,8,0,0,1,0,0,0,33,4,0,0,0,913.0
