,cik,list_broad_quantity_E,list_commodity_E,list_competition_E,list_consumer_E,list_elections_P,list_exchange_rate_E,list_financial_crisis_E,list_govt_enterprises_P,list_govt_spending_P,list_healthcare_E,list_inflation_E,list_interest_rates_E,list_invest_sentiment_E,list_ip_E,list_labor_disputes_E,list_labor_markets_E,list_litigation_E,list_monetary_P,list_other_financial_E,list_policy_agri_P,list_policy_food_P,list_policy_trade_P,list_real_estate_E,list_reg_energy_P,list_reg_finance_P,list_reg_generic_P,list_reg_housing_P,list_reg_immigration_P,list_reg_ip_P,list_reg_labor_P,list_reg_lawsuit_P,list_reg_other_P,list_security_P,list_taxes_P,list_trade_E,list_transport_P,list_welfare_P
1003,874766,0,0,0,1,0,0,0,0,0,0,2,12,1,0,0,1,0,0,7,0,0,1,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1004,874866,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,2,12,0,0,0,0,0,0,0,1,14,0,0,0,16,0,0,1,9,0,0,0
1005,874977,1,5,1,0,0,1,0,0,1,4,10,5,0,0,0,3,12,1,0,0,0,0,0,0,3,30,0,0,0,5,0,0,12,16,0,0,0
1006,875045,0,4,1,0,1,3,0,0,1,18,0,1,0,18,0,2,6,0,0,0,6,1,1,0,1,64,0,0,0,1,0,0,0,24,0,0,4
1007,875320,1,9,1,0,4,3,0,0,0,40,1,0,0,54,1,5,20,0,0,0,31,2,0,0,2,92,0,0,2,1,0,0,1,8,0,0,10
1008,875355,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1009,875582,0,22,0,0,4,7,0,0,1,4,1,1,0,12,1,2,8,1,0,0,5,9,0,0,3,34,0,0,1,0,0,0,1,21,0,0,0
1010,875622,0,7,2,0,0,0,0,0,0,78,1,0,0,89,1,1,31,0,0,0,63,3,0,0,3,138,0,0,6,1,8,0,1,9,0,0,6
1011,875657,0,1,0,0,1,2,0,0,0,0,0,0,0,9,1,2,1,0,0,0,0,2,0,1,3,28,0,0,0,0,0,0,3,6,0,1,0
1012,876167,0,3,0,0,1,6,0,0,0,1,0,0,0,4,0,3,7,0,0,0,0,1,0,0,1,10,0,0,0,0,0,0,0,10,0,0,0
1013,876343,0,4,1,0,0,1,0,0,0,39,0,0,0,45,1,5,14,0,0,0,18,1,0,0,1,63,0,0,0,1,0,0,2,13,0,0,10
1014,876378,0,7,0,0,0,4,0,0,0,47,0,1,0,52,0,1,8,0,0,0,38,2,0,0,0,66,0,0,1,0,0,0,0,1,0,0,4
1015,876427,0,5,0,5,0,1,0,0,0,1,0,2,0,0,0,7,10,0,0,0,0,9,0,1,0,6,0,0,0,1,0,0,2,2,0,0,0
1016,876437,0,4,0,1,0,0,0,5,0,0,3,9,0,0,0,9,2,0,8,2,0,0,81,0,25,19,2,0,0,0,0,0,0,9,0,0,1
1017,876523,0,3,1,0,0,2,0,0,0,0,7,0,0,0,0,5,9,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,2,8,0,0,0
1018,876883,0,2,0,0,0,1,0,0,0,0,0,0,0,5,0,4,4,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,10,0,0,0
1019,877212,0,6,1,0,0,2,0,0,0,0,1,6,0,15,0,1,11,0,0,0,0,4,0,0,1,14,0,0,0,0,0,0,3,17,0,0,0
1020,877422,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1021,877890,0,5,1,0,4,7,0,0,0,0,0,1,0,24,0,4,9,0,0,0,0,1,0,0,1,15,0,0,0,0,0,0,1,13,0,0,0
1022,878004,1,10,0,0,1,0,0,0,0,0,0,6,0,0,0,1,2,0,0,0,0,1,0,8,1,18,0,0,0,2,1,0,3,1,0,0,0
1023,878726,1,3,0,10,0,1,0,0,0,2,0,1,0,1,1,8,9,0,1,0,0,4,1,0,0,16,0,0,0,5,0,0,3,6,0,0,0
1024,878828,1,4,0,0,6,3,0,0,0,0,0,0,0,11,0,5,5,0,0,0,0,5,0,0,5,19,0,0,0,0,0,0,1,6,0,0,0
1025,878927,1,7,1,0,0,0,0,0,0,6,0,1,0,0,2,5,4,0,0,0,0,7,2,3,0,31,0,0,0,5,0,0,5,10,0,0,0
1026,878932,0,6,0,0,0,1,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,10,0,0,0
1027,879101,0,2,0,1,0,0,0,0,0,2,1,5,0,0,0,2,0,0,1,0,0,0,29,0,1,14,0,0,0,0,0,0,1,36,0,0,2
1028,879169,0,9,3,0,0,2,0,0,0,46,0,0,0,57,0,6,17,0,0,0,27,1,0,0,0,78,0,0,6,0,2,0,1,1,0,0,10
1029,879407,0,5,0,0,0,1,0,0,0,18,0,1,0,35,1,2,14,0,0,0,14,0,0,0,2,46,0,0,0,0,0,0,2,20,0,0,2
1030,879555,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,20,0,0,0
1031,879635,3,0,0,0,0,0,0,0,0,0,1,15,0,0,0,2,4,3,1,0,0,0,6,0,15,22,0,0,0,0,0,0,0,1,0,0,0
1032,879682,1,4,0,2,0,1,0,0,0,74,1,2,0,30,0,5,19,0,0,0,60,1,0,0,1,65,0,0,1,0,0,0,0,6,0,0,3
1033,880242,0,2,0,0,0,0,0,0,0,2,1,0,0,18,0,1,11,0,0,0,2,1,0,1,2,14,0,0,0,0,0,0,1,1,0,0,0
1034,880432,0,1,0,0,0,0,0,0,0,15,0,0,0,11,0,2,15,0,0,0,12,1,0,0,5,21,0,0,0,0,0,0,0,4,0,0,0
1035,880641,2,1,0,0,0,0,1,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,7,0,11,18,0,0,0,0,0,0,1,0,0,0,0
1036,880807,0,6,0,0,0,5,0,0,3,0,1,1,0,26,0,7,13,0,0,0,0,7,0,1,2,15,0,0,0,0,0,0,5,5,0,0,0
1037,880984,0,2,0,0,0,0,0,0,0,0,0,1,0,11,0,2,5,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,2,2,0,0,0
1038,881453,1,3,0,1,0,0,0,0,0,0,2,19,0,0,0,1,2,2,3,0,0,0,3,1,1,21,0,0,0,0,0,0,2,1,0,0,0
1039,881524,0,7,0,0,3,1,0,0,0,143,1,0,0,72,3,6,21,0,0,0,52,1,0,0,6,108,0,0,0,0,1,0,2,22,0,0,37
1040,882095,0,2,0,0,0,2,0,0,0,35,0,1,0,24,1,0,10,0,0,0,10,0,0,0,1,48,0,0,2,0,0,0,0,14,0,0,13
1041,882104,0,7,0,0,0,7,0,0,2,92,1,0,0,32,2,4,9,0,0,0,48,1,0,0,7,81,0,0,0,0,0,0,1,54,0,0,14
1042,882184,0,5,0,2,0,0,0,4,0,0,4,9,0,0,0,2,2,2,14,2,0,2,46,1,5,19,1,0,0,0,0,0,1,6,0,0,0
1043,882361,0,2,0,0,0,4,0,0,0,38,1,0,0,42,0,2,8,0,0,0,14,0,0,0,5,76,0,0,4,1,0,0,0,6,0,0,2
1044,882508,3,17,0,0,0,3,0,0,0,0,0,1,0,14,0,4,16,0,0,0,0,8,0,0,6,18,0,1,0,0,0,1,2,9,0,0,0
1045,882796,0,6,2,0,5,0,0,0,0,46,0,0,0,40,1,0,10,0,0,0,30,0,0,0,3,84,0,0,1,0,0,0,0,0,0,0,4
1046,882800,0,2,0,3,0,0,0,0,1,0,0,1,0,1,0,9,9,0,0,0,0,1,0,0,4,13,0,0,0,0,0,0,3,11,0,0,0
1047,882835,1,3,0,0,0,3,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,1,0,9,0,0,0,0,0,0,1,1,0,0,0
1048,883107,0,11,0,0,0,0,0,0,0,1,0,0,0,14,1,2,9,0,0,0,1,0,0,1,3,20,0,0,1,1,0,0,0,0,0,0,0
1049,883237,0,8,0,0,0,2,0,0,0,0,1,6,0,0,0,1,10,0,1,0,0,1,0,0,5,20,0,0,0,1,0,0,2,7,0,0,0
1050,883241,0,8,0,0,0,2,0,0,0,0,0,6,0,19,0,1,12,0,0,0,0,7,0,0,3,20,0,0,0,0,1,0,1,34,0,0,0
1051,883569,2,4,0,7,1,1,0,0,0,0,0,0,0,17,0,2,5,0,0,0,0,15,1,0,1,21,0,0,0,0,0,0,4,15,0,0,0
1052,883943,0,7,0,7,0,0,0,0,0,1,0,2,0,7,1,11,13,0,0,0,0,8,1,0,6,24,0,0,0,4,0,0,9,1,0,0,1
1053,883945,0,7,0,3,0,0,0,0,0,5,1,4,0,1,2,12,20,0,0,0,0,2,1,1,2,40,0,0,0,10,1,0,2,10,0,0,2
1054,883948,0,2,0,1,0,0,0,0,1,0,0,14,0,0,0,1,6,3,9,0,0,0,35,0,15,35,0,0,0,0,0,0,0,10,0,0,0
1055,883980,0,6,5,3,5,4,0,0,2,0,0,10,1,9,0,1,4,0,1,0,0,4,0,0,5,36,0,0,0,0,0,0,3,15,0,0,1
1056,884144,0,4,2,0,0,1,0,0,0,3,0,5,0,13,1,19,10,0,0,0,0,3,0,0,4,29,0,0,0,0,0,2,1,23,0,0,0
1057,884217,1,8,0,9,5,7,0,0,2,2,0,14,0,9,5,8,14,1,1,0,0,8,0,0,2,28,0,0,0,2,0,0,5,12,0,0,0
1058,884219,0,2,0,1,0,4,0,0,0,0,0,2,0,0,2,5,2,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,2,5,0,0,0
1059,884269,2,1,1,0,0,1,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
1060,884614,0,27,8,0,1,1,0,0,0,0,0,4,0,6,0,1,4,0,0,0,0,2,0,3,10,47,0,0,0,0,0,0,4,5,0,0,0
1061,884624,1,2,1,0,0,3,0,0,0,41,0,0,0,20,0,1,8,0,0,0,13,0,0,0,3,36,0,0,0,1,0,0,0,12,0,0,8
1062,884650,0,5,0,0,0,0,0,0,2,0,0,1,0,26,0,4,8,0,0,0,0,0,0,0,6,34,0,0,0,2,0,0,2,0,0,0,0
1063,884713,0,3,2,2,0,5,0,0,0,8,1,4,1,18,4,0,7,0,0,0,8,0,0,4,0,36,0,0,0,1,0,0,2,21,0,0,0
1064,884887,0,6,0,1,0,4,0,0,0,0,0,7,0,1,1,1,9,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,2,14,0,0,0
1065,885074,0,12,0,0,0,0,0,0,0,37,0,0,0,15,0,1,14,0,0,0,20,0,0,0,9,74,0,0,0,3,0,0,3,6,0,0,17
1066,885245,0,1,0,4,0,0,0,0,0,0,1,5,0,0,0,3,3,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,7,0,0,0
1067,885275,2,5,0,1,0,0,2,1,2,0,1,32,1,0,0,3,10,3,2,0,0,0,22,0,19,55,0,0,0,0,0,0,1,12,0,0,0
1068,885307,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1069,885462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1070,885508,3,8,0,3,0,0,0,0,0,0,1,11,0,0,0,4,3,0,0,0,0,0,27,5,0,16,1,0,0,2,0,3,1,3,0,0,0
1071,885550,3,1,0,1,0,0,0,0,0,0,0,8,0,3,0,7,9,0,1,0,0,0,1,0,1,8,0,4,0,0,0,0,2,8,0,0,0
1072,885568,1,8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,4,0,19,0,0,0,0,0,0,4,0,0,0,0
1073,885590,1,6,5,0,5,1,0,0,0,20,0,6,0,27,0,3,19,0,0,0,8,4,0,0,2,74,0,0,1,0,0,0,1,32,0,0,8
1074,885639,0,2,0,4,0,1,0,0,0,0,0,3,0,0,1,5,6,0,0,0,0,4,0,0,0,14,0,0,0,1,0,0,1,4,0,0,0
1075,885725,0,7,1,0,1,0,0,0,3,37,0,1,0,31,0,2,19,0,0,0,15,0,0,2,0,71,0,0,0,0,0,0,1,17,0,0,1
1076,885975,0,4,1,0,0,0,0,0,0,0,1,1,0,0,1,3,2,0,0,0,0,0,1,0,0,15,0,0,0,2,0,0,1,7,0,0,0
1077,886128,0,8,0,0,0,6,0,0,0,0,0,0,0,28,1,1,14,0,0,0,0,4,0,0,8,24,0,0,1,0,0,0,1,4,0,0,0
1078,886136,3,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,12,0,0,0,0,0
1079,886206,0,2,1,1,5,3,0,0,1,0,0,1,0,10,0,5,2,0,0,0,0,5,0,0,1,13,0,0,1,0,0,0,0,9,0,0,0
1080,886346,3,17,2,2,1,4,0,0,0,0,0,7,0,15,0,3,2,3,0,0,0,10,6,3,1,30,1,0,0,1,0,0,1,22,0,0,0
1081,886744,0,11,0,0,0,0,0,0,0,57,1,0,0,80,0,3,37,0,0,0,29,1,0,0,6,104,0,0,4,0,2,0,1,18,0,0,10
1082,886835,2,44,0,0,0,1,0,0,0,0,1,1,0,0,1,2,4,0,0,0,0,1,0,4,0,37,1,0,0,0,0,0,5,11,0,0,0
1083,887151,0,1,0,0,0,0,0,0,0,13,0,0,0,15,0,0,4,0,0,0,12,0,0,0,5,16,0,0,0,0,0,0,0,4,0,0,0
1084,887226,0,1,0,0,0,2,0,0,0,0,0,0,0,9,0,1,13,0,0,0,0,4,0,0,1,14,0,0,0,0,0,0,2,12,0,0,0
1085,887247,0,6,0,0,0,0,0,0,0,131,0,1,0,57,0,2,31,0,0,0,105,0,0,0,8,123,0,0,1,1,0,0,2,3,0,0,12
1086,887359,1,9,0,0,4,2,0,0,2,96,0,0,0,81,0,6,28,0,0,0,62,1,0,0,3,124,7,0,3,0,7,0,0,4,0,0,15
1087,887596,0,4,0,1,0,1,0,0,0,3,4,0,0,10,1,21,19,1,0,0,0,2,0,0,3,28,0,0,1,11,0,0,2,10,0,0,0
1088,887730,0,9,2,0,0,2,0,0,0,0,5,1,0,2,1,3,5,0,0,0,0,6,0,0,3,26,0,0,0,0,0,0,0,8,0,0,0
1089,887733,0,7,0,4,0,0,0,0,0,0,2,1,0,7,0,1,6,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0
1090,887919,3,7,0,0,3,0,0,0,2,0,3,21,0,0,0,5,2,3,3,0,0,0,7,0,7,29,0,0,0,0,0,0,0,3,0,0,0
1091,887921,0,2,1,9,1,6,0,0,0,2,1,5,0,11,0,7,6,0,0,0,2,10,0,0,2,21,0,0,0,0,0,0,2,23,0,0,0
1092,887936,2,8,4,1,0,1,0,0,0,0,0,6,0,0,0,24,12,0,0,0,0,0,1,0,0,19,0,0,0,0,1,0,0,2,0,0,0
1093,888491,0,4,0,1,6,3,0,0,1,50,1,9,0,0,0,6,13,0,5,0,0,3,24,0,3,47,0,0,0,0,0,0,1,43,0,0,26
1094,888981,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1095,889331,0,6,0,0,0,4,0,0,0,0,1,3,0,6,2,1,0,0,0,0,0,6,0,0,1,10,0,0,0,0,0,0,0,17,0,0,0
1096,889609,4,3,3,0,0,0,0,0,0,0,0,13,0,2,0,2,14,0,2,0,0,0,0,0,7,23,0,0,0,0,0,0,0,1,0,0,0
1097,889900,1,53,0,0,0,0,0,0,0,0,0,2,0,4,1,2,8,0,0,0,0,0,0,19,2,36,1,0,0,3,0,0,1,9,0,0,0
1098,889971,1,7,0,0,5,3,0,0,0,0,0,0,0,19,1,4,10,0,0,0,0,12,0,0,0,6,0,0,0,0,0,0,0,17,0,0,0
1099,890394,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,3,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1100,890447,3,82,3,3,0,0,0,0,0,0,0,3,0,12,2,5,14,0,1,0,0,1,0,13,17,70,0,0,0,2,0,0,5,2,0,2,0
1101,890491,0,2,1,3,0,1,0,0,0,0,1,0,0,13,0,2,2,0,0,0,0,3,2,0,3,14,0,0,1,0,0,0,0,12,0,0,0
1102,890547,0,2,1,9,1,6,0,0,0,2,1,5,0,11,0,7,6,0,0,0,2,10,0,0,1,20,0,0,0,0,0,0,2,21,0,0,0
1103,890821,0,5,0,0,0,4,0,0,0,0,1,1,2,7,0,14,9,0,0,0,0,0,0,0,9,15,0,0,0,0,0,0,4,8,0,0,0
1104,891014,1,11,1,0,1,4,0,0,0,0,2,2,1,3,0,1,1,0,0,0,0,2,1,0,0,16,0,0,0,0,0,0,1,8,0,0,0
1105,891024,0,12,1,2,2,3,0,0,2,8,1,9,0,6,3,7,11,0,0,0,6,2,0,0,1,47,0,0,0,0,0,0,2,15,0,0,0
1106,891293,1,1,1,0,0,5,0,0,0,42,1,0,0,46,1,6,27,0,0,0,35,1,0,0,3,91,0,0,1,0,2,0,1,36,0,0,2
1107,891482,1,6,0,2,0,0,0,0,0,1,5,9,0,0,2,8,10,0,0,0,0,1,0,0,0,43,0,0,0,2,0,0,3,13,0,0,1
1108,892222,1,5,0,4,0,0,0,0,2,2,0,0,0,8,1,3,4,0,0,0,2,0,0,0,0,15,0,0,0,0,0,0,0,17,0,0,0
1109,892482,2,5,0,1,0,0,0,0,1,0,1,1,0,8,0,2,2,0,0,0,0,1,0,0,2,14,0,0,0,0,0,0,0,3,0,0,0
1110,892537,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0,2,4,1,0,0,0
1111,892553,0,14,0,0,1,4,0,0,0,0,0,6,0,12,0,0,3,0,0,0,0,6,0,7,0,28,0,0,1,0,0,0,0,14,0,0,0
1112,892832,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,9,8,0,0,0,0,0,0,2,9,0,0,0
1113,893538,1,131,0,0,0,0,0,0,0,0,0,2,0,0,2,2,6,0,0,0,0,1,0,32,6,68,0,0,0,0,2,0,3,8,0,0,0
1114,893691,1,13,0,3,9,7,0,0,0,0,1,6,0,24,3,8,8,0,0,0,0,8,7,3,1,23,0,0,0,3,0,0,2,5,0,0,0
1115,893847,1,3,0,0,0,0,0,0,0,0,0,9,0,1,0,5,6,0,9,0,0,0,12,0,21,30,0,0,0,0,0,0,0,1,0,0,0
1116,893949,0,4,6,0,0,0,0,0,2,66,0,4,0,0,0,10,11,0,0,0,0,0,0,0,0,30,0,0,0,1,0,0,0,11,0,0,31
1117,894158,0,8,0,0,0,0,0,0,0,64,0,0,0,41,0,4,17,0,0,0,56,0,0,0,3,63,0,0,2,0,0,0,0,0,0,0,1
1118,894315,0,4,0,3,0,0,0,0,0,0,0,7,0,0,0,1,7,0,0,0,0,1,18,0,0,9,0,0,0,0,0,0,1,26,0,0,0
1119,894560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1120,894627,2,71,0,0,2,4,0,0,1,0,0,1,0,0,1,2,8,1,0,0,0,0,0,1,10,17,0,0,0,1,0,0,4,9,0,0,0
1121,894671,1,6,0,0,1,0,0,0,0,0,1,14,0,0,0,4,10,10,3,0,0,0,15,0,23,35,1,0,0,0,0,0,1,20,0,0,0
1122,895051,2,4,1,0,0,0,0,0,0,31,0,0,0,14,0,3,2,3,0,0,12,4,0,0,5,59,0,0,0,0,0,0,0,3,0,0,4
1123,895126,1,85,0,0,0,0,0,0,0,0,0,7,0,0,1,0,6,0,0,0,0,0,0,9,5,45,0,0,0,0,0,0,4,21,0,0,0
1124,895417,1,4,0,0,0,1,0,1,2,0,0,7,0,0,0,1,6,1,3,0,0,0,18,0,3,25,0,0,0,3,0,0,0,36,0,0,1
1125,895419,0,21,0,2,0,2,0,0,0,0,0,4,0,18,0,3,11,1,0,0,0,6,0,0,4,20,0,0,0,0,0,1,0,19,0,0,0
1126,895447,1,1,1,6,0,1,0,0,0,0,0,2,0,0,1,7,9,0,1,0,0,2,1,0,3,9,0,0,0,1,0,0,2,3,0,0,0
1127,895456,0,1,0,5,0,1,0,0,0,0,0,1,0,10,0,1,0,0,1,0,0,3,0,0,0,15,0,0,0,0,0,0,1,5,0,0,0
1128,895464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1129,895728,0,18,0,2,0,1,0,0,0,0,1,3,0,0,0,4,1,0,0,0,0,3,0,0,3,36,0,0,0,0,0,0,4,3,0,0,0
1130,896156,1,5,0,3,0,1,0,0,0,0,2,1,0,7,0,4,3,1,3,0,0,7,2,1,1,5,0,0,0,0,0,0,1,12,0,0,0
1131,896264,0,5,10,0,0,9,0,0,0,9,0,0,0,6,2,2,17,0,0,0,9,3,0,0,7,79,0,0,0,0,0,0,1,23,0,0,2
1132,896429,0,2,0,0,0,0,0,0,0,0,0,0,0,15,0,3,17,1,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0
1133,896493,0,12,7,0,0,3,1,0,1,0,4,2,0,11,0,14,12,4,0,0,0,1,1,0,28,79,0,0,1,0,1,0,7,16,0,0,0
1134,896622,0,4,0,0,1,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,2,2,0,0,0
1135,896747,0,0,0,0,0,0,0,0,0,4,0,1,0,5,0,7,3,0,1,0,4,0,1,0,8,11,0,0,1,0,0,0,1,0,0,0,0
1136,896841,2,9,0,3,10,7,0,0,1,0,1,1,0,21,1,4,11,1,0,0,0,4,0,0,1,6,0,0,0,0,0,0,2,12,0,0,0
1137,896878,0,4,2,1,0,0,0,0,0,0,0,1,0,22,0,13,17,0,0,0,0,0,1,0,0,33,0,0,0,0,0,0,1,46,0,0,1
1138,896985,0,9,0,12,0,1,0,0,0,2,0,7,0,9,2,11,2,0,0,0,0,8,1,2,0,19,0,0,0,8,0,0,6,6,0,0,0
1139,897429,0,2,0,3,0,2,0,0,0,1,1,1,0,4,1,4,4,1,1,0,0,9,2,0,2,11,0,0,0,0,0,0,4,17,0,0,0
1140,897448,0,26,3,0,0,1,0,0,0,213,0,0,0,145,0,5,72,0,0,0,127,1,0,19,3,118,0,0,1,0,1,0,2,41,0,0,31
1141,897723,0,15,0,0,0,5,0,0,0,0,1,0,0,11,3,5,3,0,0,0,1,11,0,0,4,23,0,0,0,0,0,0,0,14,0,0,0
1142,898173,0,7,0,1,0,1,0,0,0,0,1,3,0,0,1,7,8,0,1,0,0,2,0,0,1,9,0,0,0,2,0,0,1,6,0,0,0
1143,898174,0,7,0,4,3,2,0,0,1,0,1,27,2,0,0,2,1,1,11,0,0,1,8,0,7,47,0,0,0,0,0,0,1,26,0,0,0
1144,898437,1,2,0,0,0,2,0,0,0,34,0,0,0,21,1,4,8,0,0,0,22,2,0,0,1,42,0,0,0,0,0,0,1,2,0,0,3
1145,898770,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1,0,0,0,1,0,0,1,3,17,0,0,0,0,0,0,0,0,0,1,0
1146,899045,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,13,2,0,0,0,0,0,0,40,0,1,0
1147,899051,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
1148,899460,0,3,0,0,0,0,0,0,3,89,0,0,0,65,0,4,22,0,0,0,38,1,0,0,5,90,0,0,0,0,1,0,1,12,0,0,21
1149,899629,1,2,0,8,0,0,0,0,0,0,5,9,0,0,1,9,6,0,1,0,0,0,30,0,1,13,0,0,0,0,0,0,2,37,0,0,0
1150,899689,0,2,0,1,0,0,0,0,0,0,1,5,0,0,0,1,1,2,2,0,0,0,40,1,0,14,1,0,0,0,0,0,7,29,0,0,0
1151,899715,0,1,0,3,0,1,0,0,0,0,1,7,0,0,0,2,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,4,18,0,0,0
1152,899749,0,1,0,0,0,0,0,0,1,22,3,14,0,0,0,0,0,0,0,0,0,0,23,0,0,23,0,0,0,0,0,0,0,24,0,0,3
1153,899751,2,4,0,1,0,3,0,0,0,0,0,2,1,0,2,2,2,0,0,0,0,3,1,3,2,27,0,0,0,0,0,0,0,4,0,0,0
1154,899866,0,6,2,0,0,7,0,0,0,69,0,3,0,52,1,4,18,0,0,2,23,1,0,0,8,122,0,0,1,0,0,0,1,16,0,0,26
1155,899923,0,4,0,0,0,4,0,0,0,41,0,0,0,38,0,7,17,0,0,0,23,1,0,0,3,54,0,0,1,0,0,0,1,2,0,0,10
1156,901491,0,2,0,10,2,1,0,0,0,4,1,7,0,7,2,10,18,0,0,0,0,1,0,0,0,14,0,0,0,6,0,0,0,3,0,0,0
1157,902274,1,18,0,1,0,7,0,0,0,2,2,9,0,11,3,6,10,1,1,0,0,3,0,0,4,36,0,0,0,2,0,1,2,16,0,0,0
1158,902791,2,3,0,0,0,0,0,0,0,2,0,1,0,0,1,24,5,0,1,0,0,0,0,0,1,28,0,0,0,16,0,0,0,16,0,0,0
1159,903129,1,6,3,1,6,5,0,0,0,4,1,1,0,19,2,4,8,0,0,0,4,14,0,0,2,33,0,0,0,0,0,0,2,13,0,0,0
1160,903651,0,2,0,0,0,4,0,0,0,0,3,0,1,6,2,8,4,0,0,0,0,1,0,0,1,19,0,0,0,2,0,0,4,28,0,0,0
1161,906107,0,5,0,0,0,0,0,3,0,0,0,12,0,0,0,3,7,1,0,0,0,2,22,0,3,18,0,0,0,2,0,0,1,146,0,0,2
1162,906163,1,1,0,3,0,0,0,0,0,0,2,12,0,0,0,4,6,0,7,0,0,0,34,0,1,14,0,0,0,0,0,0,1,0,0,0,0
1163,906345,0,3,0,0,0,0,0,7,0,0,0,12,0,2,0,3,3,2,0,0,0,0,9,0,3,2,0,0,0,0,0,0,0,11,0,0,0
1164,906465,5,1,0,0,1,0,0,0,3,0,2,20,1,0,0,2,3,12,2,0,0,4,17,0,9,29,0,0,0,0,0,0,0,0,0,0,0
1165,906780,2,5,0,1,0,0,0,0,0,0,1,0,0,1,4,10,6,0,5,0,0,0,0,0,0,46,0,0,0,0,2,0,1,3,0,0,0
1166,907242,2,4,0,3,0,0,0,0,0,0,0,6,0,0,1,2,7,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,8,14,0,0,0
1167,907254,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,0,0,22,0,0,13,0,0,0,1,0,0,1,28,0,0,0
1168,907471,0,2,0,2,0,0,0,0,1,0,1,8,0,0,0,1,8,4,1,1,0,0,2,0,22,54,0,0,0,0,0,0,1,19,0,0,1
1169,907654,0,9,4,0,0,1,0,0,0,82,0,0,0,38,1,2,24,0,0,0,70,0,0,0,3,88,0,0,2,1,0,0,1,11,0,0,9
1170,908255,1,5,0,1,0,4,0,0,0,0,0,5,0,10,2,8,6,0,1,0,0,7,0,1,0,6,0,0,0,0,0,0,3,17,0,0,0
1171,908311,4,4,0,1,0,3,0,0,5,0,10,17,0,0,2,5,3,1,6,0,0,0,68,0,2,32,1,0,0,0,0,0,7,84,0,0,0
1172,908315,3,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
