,cik,list_broad_quantity_E,list_commodity_E,list_competition_E,list_consumer_E,list_elections_P,list_exchange_rate_E,list_financial_crisis_E,list_govt_enterprises_P,list_govt_spending_P,list_healthcare_E,list_inflation_E,list_interest_rates_E,list_invest_sentiment_E,list_ip_E,list_labor_disputes_E,list_labor_markets_E,list_litigation_E,list_monetary_P,list_other_financial_E,list_policy_agri_P,list_policy_food_P,list_policy_trade_P,list_real_estate_E,list_reg_energy_P,list_reg_finance_P,list_reg_generic_P,list_reg_housing_P,list_reg_immigration_P,list_reg_ip_P,list_reg_labor_P,list_reg_lawsuit_P,list_reg_other_P,list_security_P,list_taxes_P,list_trade_E,list_transport_P,list_welfare_P
2032,1235468,0,6,0,1,0,1,1,0,0,0,0,0,0,19,1,2,13,0,0,0,0,2,0,0,1,35,0,0,0,0,1,0,2,23,0,0,0
2033,1236275,0,2,0,0,0,0,0,0,0,0,0,2,0,7,0,0,5,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,2,0,0,0,0
2034,1236997,1,1,0,0,0,2,0,0,0,0,0,1,0,10,0,1,7,0,0,0,0,0,0,0,3,7,0,0,1,0,0,0,0,7,0,0,0
2035,1237746,0,5,4,1,0,0,0,0,0,0,0,7,0,27,0,4,36,0,0,0,0,0,0,0,1,50,0,1,2,0,0,1,1,4,0,0,0
2036,1237831,0,6,1,0,0,4,0,0,0,75,0,0,0,48,0,8,19,0,0,0,43,1,0,0,1,88,0,0,1,1,0,0,0,1,0,0,11
2037,1239819,0,2,0,1,8,0,0,0,1,1,0,1,0,52,0,3,10,0,0,0,1,2,0,0,3,38,0,0,2,2,0,0,2,9,0,0,0
2038,1245791,0,7,0,0,0,7,0,0,3,18,1,2,0,13,0,6,4,0,0,0,16,0,0,0,9,81,0,0,0,0,0,0,0,10,0,0,0
2039,1251769,0,14,1,1,4,2,0,0,0,76,1,2,0,49,1,11,25,0,1,0,51,1,0,0,4,84,0,0,2,1,0,0,1,2,0,0,2
2040,1252849,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,4,1,1,0,0,0,28,0,1,15,1,0,0,1,0,0,2,24,0,0,0
2041,1253176,0,17,1,0,2,5,0,0,0,93,1,3,0,105,3,13,41,1,0,0,48,12,0,0,8,101,0,0,10,2,1,0,1,33,0,0,8
2042,1253317,9,0,0,0,0,0,0,1,2,0,0,18,0,0,0,7,3,4,8,0,0,1,28,0,4,36,0,0,0,0,0,0,1,8,0,0,0
2043,1253689,0,7,0,0,0,0,0,0,0,67,1,0,0,61,1,6,26,0,0,0,28,1,0,0,6,103,0,0,6,1,0,0,1,9,0,0,15
2044,1253986,2,6,0,0,0,1,0,40,0,1,0,21,0,0,0,3,7,1,5,0,0,0,47,0,6,33,31,0,0,0,0,0,3,41,0,0,3
2045,1257640,0,2,1,0,0,2,0,0,0,0,0,2,0,12,0,1,5,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0
2046,1258602,0,3,2,0,0,0,0,0,1,0,1,32,0,0,0,0,3,1,0,0,0,0,2,0,12,36,0,0,0,0,0,2,0,13,0,0,0
2047,1259515,1,17,2,3,3,4,1,0,0,1,0,2,0,29,0,4,22,0,0,0,0,11,1,0,3,47,0,0,1,0,0,1,3,36,0,0,0
2048,1260221,0,3,0,1,0,0,0,0,2,0,0,8,0,1,2,5,6,0,0,0,0,1,0,0,2,23,0,0,0,3,0,0,4,7,0,2,0
2049,1260990,0,8,0,0,0,0,0,0,0,42,0,0,0,28,0,9,13,0,0,0,19,1,0,0,2,47,0,0,1,1,0,0,2,19,0,0,7
2050,1261249,1,11,1,0,0,0,0,0,1,193,0,0,0,97,0,13,45,0,0,0,151,0,0,0,8,145,0,0,6,1,1,0,1,6,0,0,12
2051,1261333,0,7,2,0,1,4,0,0,0,3,0,0,1,32,0,6,34,0,0,0,0,3,2,0,6,54,0,0,0,0,1,2,1,35,0,0,0
2052,1261379,0,4,20,0,0,2,0,3,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,33,38,0,0,0,5,0,0,1,22,0,0,0
2053,1261654,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,20,12,0,1,0,0,0,0,0,5,102,0,0,0,0,0,0,1,1,0,0,0
2054,1262039,1,23,0,0,2,5,0,0,3,0,0,1,0,32,2,13,25,0,0,0,0,15,3,0,7,47,0,0,1,0,0,0,3,54,0,0,0
2055,1262823,0,16,0,0,0,5,0,0,0,0,1,8,0,0,2,1,1,0,0,0,0,2,0,12,4,30,0,0,0,2,0,0,8,9,0,0,0
2056,1262976,0,7,0,0,2,2,0,0,0,0,2,8,0,14,1,3,9,0,0,0,0,2,0,0,2,20,0,0,0,0,1,0,1,44,0,0,0
2057,1263762,2,2,1,0,0,0,2,0,0,0,1,23,0,1,0,2,9,9,6,0,0,0,29,0,21,46,1,0,0,0,0,0,1,12,0,0,0
2058,1264587,0,11,0,0,1,1,0,0,1,93,1,0,0,131,1,8,42,0,0,0,52,2,0,0,3,146,0,0,7,2,7,0,3,5,0,0,9
2059,1265131,2,12,0,1,0,0,0,0,2,1,7,46,0,1,0,4,16,5,15,0,0,1,39,0,17,47,0,0,0,0,0,0,3,7,0,0,0
2060,1265572,0,9,0,3,0,0,0,0,0,5,0,0,0,5,0,10,15,0,0,0,0,0,1,0,1,28,0,1,1,6,0,0,0,4,0,0,0
2061,1266806,1,6,1,0,0,0,0,0,0,32,0,1,0,49,0,0,24,0,0,0,19,2,0,0,11,65,0,0,1,0,0,0,0,5,0,0,8
2062,1267238,0,3,2,1,4,6,1,0,0,0,7,13,0,0,0,6,13,0,2,0,0,2,9,0,3,81,0,0,0,1,0,0,1,15,0,0,0
2063,1267332,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2064,1267395,8,15,1,0,14,6,5,1,0,0,9,17,0,0,0,4,14,15,4,1,0,1,18,1,17,125,1,1,0,0,1,0,9,93,0,0,0
2065,1267425,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,20,0,0,0
2066,1267565,0,7,0,0,0,0,0,0,0,96,0,0,0,96,0,6,47,0,0,0,59,0,0,0,9,97,0,0,6,1,0,0,1,8,0,0,9
2067,1267602,0,3,1,0,9,6,0,0,0,27,0,3,0,64,0,3,28,0,0,0,11,2,0,0,9,79,0,0,2,1,0,0,3,5,0,0,12
2068,1267813,1,8,0,0,0,0,0,0,1,79,1,0,0,86,1,6,31,0,0,0,38,1,0,0,4,123,0,0,5,1,1,0,5,3,0,0,19
2069,1269026,0,9,0,0,0,0,0,0,0,55,0,0,0,48,0,2,16,0,0,0,21,0,0,0,5,57,0,0,1,0,0,0,0,12,0,0,12
2070,1269190,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,13,0,0,0
2071,1270200,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0
2072,1270436,2,9,0,2,9,2,1,0,1,0,1,14,0,1,0,9,13,2,1,0,0,1,15,0,13,55,0,0,0,1,0,0,2,15,0,0,0
2073,1271833,0,3,1,0,0,0,0,0,0,0,1,1,0,9,0,3,3,0,0,0,0,1,0,0,0,23,0,0,0,1,0,5,0,16,0,0,0
2074,1272830,0,1,1,0,3,2,0,0,0,0,0,0,0,13,0,1,12,0,0,0,0,1,0,0,0,49,0,1,0,0,0,7,0,16,0,0,0
2075,1272842,1,4,0,0,0,1,0,0,0,0,0,2,0,23,0,2,16,0,0,0,0,6,0,0,10,29,0,0,0,0,0,1,1,13,0,0,0
2076,1273441,0,55,0,0,0,4,0,0,0,0,2,1,0,0,1,1,3,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,2,9,0,0,0
2077,1273685,1,3,0,0,0,0,0,16,2,0,1,48,0,0,0,2,4,1,53,0,0,0,79,0,7,22,3,0,0,0,0,0,1,41,0,0,0
2078,1273931,0,7,4,3,0,2,0,0,0,0,0,3,0,10,0,1,22,1,0,0,0,0,1,0,15,61,0,0,1,0,0,0,3,13,0,0,0
2079,1274032,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0
2080,1274173,3,11,3,0,6,5,1,0,0,0,3,3,0,0,0,0,5,2,0,0,0,0,0,0,17,67,0,1,0,0,0,0,2,17,0,0,0
2081,1274494,0,21,2,0,0,4,0,0,5,0,3,7,0,18,0,3,20,0,1,0,0,18,0,13,0,61,0,0,0,0,0,0,0,35,0,0,0
2082,1274792,0,7,0,0,2,3,0,0,0,92,8,1,0,63,0,1,35,0,0,0,55,0,0,0,6,110,0,0,3,2,0,0,0,15,0,0,9
2083,1275014,0,9,1,2,3,5,0,0,0,0,0,0,0,16,0,4,14,0,0,0,0,7,0,0,9,17,0,0,0,0,0,0,3,14,0,0,0
2084,1275158,0,6,0,2,0,0,0,0,0,8,0,1,0,6,2,26,12,0,0,0,0,1,0,0,2,23,0,0,0,8,0,0,2,4,0,0,0
2085,1275187,2,3,1,0,1,6,1,0,0,66,2,2,0,27,0,8,13,0,1,0,33,0,0,0,1,78,0,0,1,0,1,0,0,17,0,0,6
2086,1275229,0,14,0,0,0,2,2,0,0,0,4,2,0,0,0,0,1,0,3,0,0,0,1,1,3,16,0,0,0,0,1,0,0,2,0,0,0
2087,1275477,1,4,5,0,0,0,1,19,0,0,3,53,0,0,0,1,0,15,7,0,0,0,32,0,17,21,1,0,0,1,0,0,3,22,0,0,0
2088,1276187,1,142,6,0,0,0,0,0,2,2,0,10,0,1,2,4,21,0,0,0,0,11,1,69,10,85,0,0,0,0,2,0,3,86,0,1,0
2089,1276531,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2090,1277902,6,5,0,0,0,0,0,2,0,0,3,17,1,0,0,5,1,3,9,0,0,0,13,0,15,27,0,0,0,0,0,0,4,13,0,0,0
2091,1278021,1,4,4,1,13,6,0,0,0,0,1,3,0,16,0,6,8,5,0,0,0,1,0,0,13,86,0,1,0,0,0,0,3,13,0,0,0
2092,1278027,0,5,1,1,0,3,0,0,0,1,0,2,0,10,1,4,9,0,0,1,1,3,0,1,1,17,0,0,0,1,0,0,0,8,0,0,0
2093,1278752,5,20,12,3,6,4,6,0,5,10,3,51,0,0,0,5,7,12,3,0,0,6,1,0,24,75,0,0,0,0,0,0,3,42,0,1,0
2094,1279363,0,1,0,0,0,0,0,0,0,57,1,3,0,1,0,1,10,0,0,0,0,0,0,0,5,55,0,0,0,2,0,0,2,7,0,0,48
2095,1279620,0,2,0,0,0,0,0,0,0,5,0,1,0,0,0,2,1,1,0,0,5,0,10,0,8,14,0,0,0,0,1,0,2,1,0,0,0
2096,1279704,0,0,0,0,0,0,0,0,0,39,0,0,0,20,1,2,10,0,0,0,25,0,0,0,2,35,0,0,0,1,0,0,2,0,0,0,0
2097,1279715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2098,1280058,0,0,1,0,4,1,0,0,0,3,0,0,0,5,0,3,5,0,0,0,0,3,0,0,0,17,0,0,0,0,0,0,0,12,0,0,0
2099,1280263,1,11,0,0,0,4,1,0,1,0,0,1,0,44,0,7,19,0,0,0,0,5,0,0,8,22,0,0,0,0,0,0,2,33,0,0,0
2100,1280600,0,6,0,0,0,0,0,0,1,58,0,0,0,55,0,3,17,0,0,0,28,0,0,0,7,100,0,0,1,0,0,0,1,12,0,0,2
2101,1280776,0,8,0,0,5,1,0,0,0,50,2,0,0,49,1,12,30,0,0,0,47,0,0,0,10,96,0,0,0,0,1,0,3,22,0,0,1
2102,1280784,5,31,0,0,2,3,0,0,7,26,2,35,1,21,0,4,18,1,1,0,7,1,1,0,12,92,0,0,1,0,0,1,4,67,0,0,3
2103,1281761,1,5,0,1,0,1,2,0,0,0,1,17,0,0,0,2,9,16,3,0,0,1,22,0,26,58,0,0,0,0,0,0,0,12,0,0,0
2104,1281895,0,5,2,0,0,0,0,0,0,76,1,0,0,168,1,5,29,0,0,0,25,1,0,0,4,119,0,0,6,0,2,0,2,5,0,0,19
2105,1281984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,11,0,7,16,0,0,0,0,1,0,0,0,0,0,0
2106,1282224,0,23,0,2,0,0,0,0,0,0,0,1,0,13,9,7,6,0,0,0,0,0,0,0,4,4,0,0,1,0,0,0,0,1,0,0,0
2107,1282266,0,2,1,0,0,0,0,0,0,0,0,2,0,3,0,1,5,0,0,0,0,2,2,0,1,26,0,0,0,0,0,5,3,14,0,0,0
2108,1282631,0,9,0,0,0,1,0,0,0,0,0,0,0,56,0,10,20,0,0,0,0,4,0,0,7,15,0,0,1,1,0,0,1,5,0,0,0
2109,1282637,0,5,0,1,3,6,0,0,0,0,0,1,0,11,1,4,4,0,0,0,0,2,0,1,0,15,0,0,1,0,0,0,1,1,0,0,0
2110,1282648,0,71,3,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,3,0,9,11,45,0,0,0,1,0,0,0,9,0,0,0
2111,1283140,1,28,0,1,0,0,0,0,1,0,3,10,0,0,1,4,2,0,1,0,0,4,0,18,1,46,0,0,0,0,0,0,2,67,0,0,0
2112,1283699,2,3,4,1,0,2,0,0,0,0,1,5,0,18,0,6,11,0,2,0,0,0,0,0,3,37,0,1,0,0,0,20,3,8,0,0,1
2113,1285543,0,1,0,0,0,0,0,0,0,1,0,0,0,41,0,2,9,0,0,0,0,0,0,0,11,12,0,0,1,0,0,0,0,1,0,0,0
2114,1285785,0,25,7,0,0,2,0,0,0,0,2,3,0,0,5,4,9,0,0,0,0,3,1,8,3,38,0,0,0,0,1,0,2,17,0,0,0
2115,1286043,2,6,0,5,0,0,0,0,0,1,6,14,2,0,0,3,3,1,2,0,0,0,39,0,3,16,0,0,0,1,0,0,3,71,0,0,1
2116,1286131,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,2,11,0,0,0,0,0,0,2,3,21,0,0,0,1,0,0,0,81,0,0,0
2117,1286225,0,5,13,0,0,1,0,0,0,1,0,1,0,28,1,3,28,0,0,0,0,0,3,0,4,58,2,0,0,1,0,0,2,24,0,0,2
2118,1286459,0,3,0,2,0,0,0,0,0,0,0,0,0,12,2,1,5,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,1,1,0,0,0
2119,1286613,0,2,0,0,0,0,0,0,1,0,0,6,0,0,2,12,10,0,1,0,0,0,1,0,9,74,0,0,0,1,0,0,0,6,0,0,1
2120,1286964,0,154,0,0,0,0,0,0,1,0,1,0,0,0,0,4,3,0,0,0,0,1,0,18,0,29,0,0,0,0,0,0,0,36,0,0,0
2121,1287032,8,12,5,2,3,5,6,0,8,2,2,51,0,0,0,4,8,9,5,0,0,3,7,0,29,64,1,0,0,1,1,0,6,41,0,0,0
2122,1287213,0,16,0,0,0,0,0,0,4,0,0,4,0,14,0,1,2,0,0,0,0,2,0,0,3,12,0,0,0,1,0,0,1,0,0,1,0
2123,1287750,5,4,0,2,0,3,1,0,4,0,0,29,0,0,0,1,7,4,1,0,0,5,1,0,8,32,0,0,0,0,0,0,0,29,0,0,0
2124,1287900,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,7,0,0,0
2125,1288359,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,18,0,0,0,0,0,12,0,0,0,0,0
2126,1288469,1,6,0,1,1,0,0,0,0,0,0,13,0,57,1,8,25,0,0,0,0,11,0,0,5,17,0,0,0,0,0,1,3,40,0,0,0
2127,1288847,0,10,4,0,4,2,0,0,0,0,0,1,0,35,0,9,25,0,0,0,0,3,0,0,4,63,0,0,1,0,0,23,4,49,0,0,0
2128,1289237,0,11,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,2,1,1,0,1,2,12,0,0,0,0,0,0,0,6,0,0,0
2129,1289308,0,13,2,0,6,7,0,0,0,0,1,2,0,9,0,1,5,0,0,0,0,3,0,1,0,25,0,0,1,0,0,0,2,23,0,0,0
2130,1289340,0,7,1,0,0,0,0,0,0,36,0,0,0,30,0,2,10,0,1,0,26,4,0,0,1,43,0,0,1,0,0,0,1,5,0,0,7
2131,1289460,0,6,1,2,0,1,0,0,0,2,1,2,0,7,1,17,17,0,0,0,0,1,0,0,1,18,0,0,0,8,0,0,0,8,0,0,0
2132,1289490,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,1,2,0,1,0,0,0,6,0,0,10,0,0,0,0,0,0,1,37,0,0,0
2133,1289636,0,27,0,0,0,3,0,0,0,0,0,0,0,33,0,4,21,1,0,0,0,1,0,0,3,13,0,0,1,0,0,0,1,2,0,0,0
2134,1289848,0,3,0,0,0,0,0,0,0,15,0,2,0,1,0,9,4,0,0,0,0,0,0,0,1,26,0,0,0,0,0,0,0,14,0,0,0
2135,1289850,1,3,6,0,0,1,0,0,0,26,0,0,0,33,0,3,12,0,0,0,17,0,0,0,1,30,0,0,2,1,0,0,0,1,0,0,6
2136,1290476,0,3,0,0,0,0,2,0,0,0,1,14,0,0,0,4,2,0,1,0,0,0,35,0,11,27,0,0,0,0,0,0,1,8,0,0,0
2137,1290658,0,1,0,0,1,1,0,0,0,1,0,0,1,23,0,5,6,0,0,0,0,1,0,0,8,12,0,0,0,0,0,0,0,1,0,0,0
2138,1290900,1,12,0,0,8,2,0,0,0,0,0,2,0,9,2,12,6,0,0,0,0,9,0,3,2,21,0,0,0,9,0,0,1,20,0,0,0
2139,1293282,1,6,2,2,4,0,0,0,0,0,0,0,0,16,0,9,9,0,0,0,0,1,0,0,2,30,0,0,1,1,0,1,4,1,0,0,0
2140,1293310,0,6,0,0,0,0,0,0,0,51,0,0,0,55,0,2,12,0,0,0,39,1,0,0,7,101,0,0,1,1,0,0,1,3,0,0,2
2141,1293818,0,6,0,0,0,1,0,0,0,64,0,0,0,60,0,4,21,0,0,0,39,2,0,0,3,46,0,0,3,2,2,0,1,9,0,0,9
2142,1293971,0,9,7,0,6,1,0,0,0,81,0,0,0,108,0,4,28,0,0,0,39,0,0,0,1,124,0,0,2,0,2,0,1,18,0,0,11
2143,1294133,0,15,2,0,3,7,0,0,1,139,5,0,0,73,0,6,32,0,0,0,36,4,0,0,10,85,0,0,3,1,0,0,0,22,0,0,64
2144,1294649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,16,0,0,0
2145,1294808,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0
2146,1295401,1,1,1,0,0,0,0,0,0,0,0,12,0,1,0,0,3,15,2,0,0,0,3,0,43,66,2,0,0,1,1,0,0,10,0,0,1
2147,1295810,2,6,0,0,0,0,0,0,2,1,2,19,0,0,4,8,5,1,4,0,0,0,23,0,0,12,0,0,0,2,0,0,16,63,0,0,0
2148,1295947,1,6,2,1,3,2,0,0,0,6,1,2,0,22,0,3,14,0,0,0,5,0,0,2,0,26,0,0,0,0,0,0,0,18,0,0,0
2149,1296205,0,3,0,5,2,3,0,0,0,0,1,9,0,7,0,4,3,0,0,0,0,10,0,0,1,5,0,0,0,0,0,0,0,7,0,0,0
2150,1296435,1,5,2,0,0,7,0,0,0,0,1,4,1,6,2,2,3,0,0,0,0,2,0,1,6,23,0,0,0,0,0,0,1,13,0,0,0
2151,1297184,1,10,2,0,8,4,0,0,2,145,2,1,0,86,0,7,48,1,0,0,99,16,0,0,7,135,0,0,1,1,0,0,3,22,0,0,17
2152,1297704,5,9,0,0,1,0,1,0,2,4,0,26,0,0,0,2,6,0,4,0,0,0,0,0,7,17,0,0,0,0,0,0,1,15,0,0,3
2153,1297937,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
2154,1297996,0,8,0,0,2,5,0,0,0,0,1,19,0,0,0,4,6,1,2,0,0,0,20,0,2,37,1,0,0,0,0,0,3,74,0,0,0
2155,1298675,1,3,1,2,0,0,0,0,0,0,1,17,0,2,0,7,10,0,1,0,0,0,23,0,0,17,0,0,0,2,0,0,4,59,0,0,0
2156,1298946,3,5,0,1,0,3,0,0,1,0,2,15,1,0,4,9,7,0,2,0,0,0,20,0,1,14,0,0,0,2,0,0,4,59,0,0,0
2157,1299130,1,7,7,0,0,2,1,0,0,15,0,1,0,71,0,2,31,0,0,0,6,16,0,0,5,60,0,1,5,0,0,0,0,4,0,0,2
2158,1299139,0,5,0,0,0,1,0,0,0,13,0,0,0,22,0,0,11,0,0,0,7,0,0,0,2,16,0,0,0,0,0,0,1,3,0,0,4
2159,1299709,2,9,0,1,0,0,1,3,0,0,1,21,0,0,0,9,15,5,15,0,0,4,30,0,22,46,1,0,0,0,0,0,1,7,0,0,0
2160,1299969,3,1,0,1,0,0,0,0,0,0,0,5,0,4,1,3,4,1,0,0,0,0,34,0,2,23,0,0,0,1,0,0,3,9,0,0,0
2161,1300514,2,0,0,1,0,7,0,0,0,0,0,1,0,2,0,5,3,1,0,0,0,0,0,0,1,51,0,0,0,1,0,0,8,21,0,0,0
2162,1300524,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,5,0,0,0
2163,1300699,2,9,1,0,0,8,0,0,2,149,1,3,0,151,2,13,54,2,0,0,105,7,0,0,9,258,0,0,4,1,2,0,3,39,0,0,19
2164,1301236,0,3,0,0,0,0,0,0,0,5,2,16,0,0,0,6,0,0,4,0,0,0,20,0,2,20,0,0,0,0,0,0,4,110,0,0,6
2165,1301787,0,9,0,1,0,0,0,0,0,2,0,9,0,0,1,8,7,0,0,0,0,5,20,0,1,18,0,0,0,2,0,0,1,9,0,1,1
2166,1301838,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,4,0,0,0,0,0,0,0,0,0,0,0
2167,1302028,0,13,0,0,0,5,0,0,2,0,0,4,1,7,1,3,3,1,0,0,0,1,0,0,6,5,0,0,0,1,0,0,1,1,0,0,0
2168,1302215,1,7,1,0,7,4,0,0,0,0,1,2,1,0,0,7,15,0,0,0,0,1,0,0,14,46,0,0,0,0,0,0,2,19,0,0,0
2169,1302350,0,7,0,1,1,0,1,0,1,3,5,14,1,0,0,2,15,4,3,0,0,0,10,0,19,60,0,0,0,0,0,0,2,24,0,0,0
2170,1302573,0,5,1,0,0,10,1,0,2,97,0,2,0,114,0,12,41,1,0,0,53,0,0,0,17,154,0,0,5,1,1,0,1,28,0,0,16
2171,1302946,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,3,0,7,19,0,0,0,0,0,0,0,3,0,0,0
2172,1303652,0,8,0,0,4,4,0,0,2,0,0,3,1,36,0,11,21,0,0,0,0,5,0,0,5,31,0,0,0,2,0,0,2,22,0,0,0
2173,1303942,1,0,0,0,0,0,0,0,3,6,1,13,0,0,0,2,4,1,3,0,0,0,16,0,20,29,0,0,0,0,0,0,0,2,0,0,2
2174,1304161,0,2,0,0,0,0,2,0,0,0,0,0,0,11,0,1,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,1,13,0,0,0
2175,1304280,0,21,0,0,0,5,0,0,0,0,0,3,0,1,1,2,2,0,0,0,0,2,0,2,0,20,0,0,0,0,0,0,0,13,0,0,0
2176,1304409,1,20,0,0,0,0,0,0,0,0,31,2,0,0,1,1,4,0,0,0,0,0,1,3,5,18,0,0,0,0,0,0,0,2,0,0,0
2177,1304421,0,5,1,0,0,0,0,0,0,0,1,8,0,0,2,0,3,0,0,0,0,0,0,1,2,32,0,0,0,0,0,7,1,7,0,0,0
2178,1304492,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,6,27,0,0,0,1,0,61,1,6,0,0,0
2179,1304741,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,3,0,0,0,0
2180,1305168,0,1,0,0,0,0,0,0,0,0,0,6,0,3,1,4,6,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,1,12,0,0,0
2181,1305253,0,8,2,0,0,0,0,0,0,54,0,0,0,109,1,2,29,0,0,0,28,0,0,0,2,122,0,0,3,0,0,0,1,17,0,0,6
2182,1305323,0,4,1,0,0,0,0,0,1,0,0,6,0,10,0,27,24,0,0,0,0,0,0,0,6,92,0,0,0,1,0,1,1,2,0,0,0
2183,1305773,1,18,2,1,6,3,0,0,0,139,0,1,0,62,2,12,43,0,0,0,87,1,0,0,4,140,0,0,1,2,0,0,1,19,0,0,11
2184,1306035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,12,0,0,0
2185,1306830,1,6,3,0,0,8,0,0,1,0,0,5,1,14,3,4,2,0,0,0,0,1,0,1,1,40,0,0,0,0,0,0,3,18,0,0,0
2186,1307748,1,6,0,1,0,0,0,0,0,0,1,24,0,0,0,1,7,0,9,0,0,0,46,1,10,28,0,0,0,1,0,0,9,69,0,0,0
2187,1308027,0,0,0,2,0,0,0,0,0,18,0,0,0,4,0,2,2,0,0,0,18,0,0,0,1,3,0,0,0,0,0,0,0,4,0,0,0
2188,1308208,0,3,0,0,0,0,0,0,0,0,0,1,0,1,4,3,4,0,0,0,0,1,0,2,4,16,0,0,0,3,0,0,3,12,0,0,1
2189,1308547,0,3,6,1,1,5,0,0,0,0,1,1,0,25,0,0,4,0,0,0,0,3,0,0,2,24,0,0,2,0,0,0,2,18,0,0,0
2190,1308569,0,2,0,4,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,1,1,0,0,0
2191,1308606,0,9,0,1,0,0,0,0,0,0,13,18,0,1,0,3,6,0,6,0,0,0,33,0,4,18,0,0,0,0,0,0,2,63,0,0,0
2192,1309108,1,16,0,1,8,3,0,0,0,6,0,13,0,1,0,0,4,0,0,0,0,1,0,0,36,83,0,0,0,0,0,0,1,15,0,0,3
2193,1309402,0,133,1,1,0,0,0,0,0,0,0,5,0,0,1,5,0,0,0,2,0,18,0,20,2,27,0,0,0,1,0,0,5,21,0,0,0
2194,1310383,0,4,0,0,0,0,0,0,0,34,0,6,0,0,0,2,1,0,2,0,0,0,23,1,0,24,0,0,0,8,0,0,1,62,0,0,6
2195,1311241,1,5,0,0,0,1,0,0,0,0,0,1,0,35,0,7,17,0,0,0,0,0,0,0,2,12,0,0,2,0,1,0,1,10,0,0,0
2196,1311370,1,5,1,0,0,10,0,0,0,0,1,4,0,0,0,3,8,0,0,0,0,0,0,0,6,51,0,0,0,0,0,0,2,31,0,0,0
2197,1311538,0,2,0,1,0,2,0,0,0,0,0,0,0,7,0,2,8,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,6,1,0,0
2198,1314052,0,2,0,0,0,0,0,0,0,1,0,0,0,75,0,0,18,0,0,0,3,0,0,0,1,24,0,0,1,0,0,0,0,0,0,0,0
2199,1314152,1,6,0,1,0,3,0,0,0,0,9,26,0,0,0,4,4,0,11,0,0,0,84,0,2,26,2,0,0,12,0,0,7,76,0,0,0
